"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.1,5000,1000,7,10,0.064818805988613,0,NA,NA
"two-step",0.1,5000,1000,80,10,0.140516296636239,0.0694916452355972,1,0.0474747474747475
"two-step+refitted",0.1,5000,1000,80,10,0.0500072979482363,0.330174824052106,1,0.0474747474747475
"two-step oracle",0.1,5000,1000,80,10,0.0572677365239488,0,NA,NA
"two-step",0.1,5000,1000,81,10,0.140749585645192,0.0518799304073869,1,0.0383838383838384
"two-step+refitted",0.1,5000,1000,81,10,0.0623305355118012,0.294301800067497,1,0.0383838383838384
"two-step oracle",0.1,5000,1000,81,10,0.0560761043124385,0,NA,NA
"two-step",0.1,5000,1000,82,10,0.155184397967326,0.0710824741287402,1,0.0373737373737374
"two-step+refitted",0.1,5000,1000,82,10,0.0975961878156852,0.336499653968997,1,0.0373737373737374
"two-step oracle",0.1,5000,1000,82,10,0.086751437859859,0,NA,NA
"two-step",0.1,5000,1000,83,10,0.158090636827685,0.0608417752022667,1,0.0474747474747475
"two-step+refitted",0.1,5000,1000,83,10,0.0751459297904323,0.3153029666258,1,0.0474747474747475
"two-step oracle",0.1,5000,1000,83,10,0.0763353069108301,0,NA,NA
"two-step",0.1,5000,1000,84,10,0.180056582335867,0.0469893899598554,1,0.0282828282828283
"two-step+refitted",0.1,5000,1000,84,10,0.0704331010695779,0.259211090396459,1,0.0282828282828283
"two-step oracle",0.1,5000,1000,84,10,0.0739046378722029,0,NA,NA
"two-step",0.1,5000,1000,85,10,0.126481443690007,0.091483412180011,1,0.0737373737373737
"two-step+refitted",0.1,5000,1000,85,10,0.0723697385819255,0.356279872613568,1,0.0737373737373737
"two-step oracle",0.1,5000,1000,85,10,0.0793082485566463,0,NA,NA
"two-step",0.1,5000,1000,86,10,0.134155077515887,0.0460164169881376,1,0.0313131313131313
"two-step+refitted",0.1,5000,1000,86,10,0.0752557503340334,0.250969616853474,1,0.0313131313131313
"two-step oracle",0.1,5000,1000,86,10,0.0826491032195361,0,NA,NA
"two-step",0.1,5000,1000,87,10,0.195678196046215,0.0253886727694945,1,0.00909090909090909
"two-step+refitted",0.1,5000,1000,87,10,0.0699240626161974,0.17060665377211,1,0.00909090909090909
"two-step oracle",0.1,5000,1000,87,10,0.0658796763844508,0,NA,NA
"two-step",0.1,5000,1000,88,10,0.127677905239515,0.0609664957138612,1,0.0393939393939394
"two-step+refitted",0.1,5000,1000,88,10,0.0622095725899861,0.287945472968111,1,0.0393939393939394
"two-step oracle",0.1,5000,1000,88,10,0.0665479621950319,0,NA,NA
"two-step",0.1,5000,1000,89,10,0.130879420449092,0.0759076702197113,1,0.0353535353535354
"two-step+refitted",0.1,5000,1000,89,10,0.0541377447133387,0.308637944878311,1,0.0353535353535354
"two-step oracle",0.1,5000,1000,89,10,0.0576768835568165,0,NA,NA
"two-step",0.1,5000,1000,8,10,0.14623606922476,0.0313816669599408,1,0.00808080808080808
"two-step+refitted",0.1,5000,1000,8,10,0.0600864355229636,0.158220397625565,1,0.00808080808080808
"two-step oracle",0.1,5000,1000,8,10,0.0664020047630052,0,NA,NA
"two-step",0.1,5000,1000,90,10,0.17771938148101,0.0504127301902808,1,0.0252525252525253
"two-step+refitted",0.1,5000,1000,90,10,0.076590288715815,0.255706782507439,1,0.0252525252525253
"two-step oracle",0.1,5000,1000,90,10,0.0664329354158991,0,NA,NA
"two-step",0.1,5000,1000,91,10,0.167601385740949,0.0583030563688862,1,0.0515151515151515
"two-step+refitted",0.1,5000,1000,91,10,0.080577143888107,0.314631750216719,1,0.0515151515151515
"two-step oracle",0.1,5000,1000,91,10,0.0727311598544467,0,NA,NA
"two-step",0.1,5000,1000,92,10,0.160192765550239,0.081420813850012,1,0.0555555555555556
"two-step+refitted",0.1,5000,1000,92,10,0.0646929242668899,0.343604953264092,1,0.0555555555555556
"two-step oracle",0.1,5000,1000,92,10,0.0515106223609459,0,NA,NA
"two-step",0.1,5000,1000,93,10,0.130722074507145,0.0419708158145187,1,0.0333333333333333
"two-step+refitted",0.1,5000,1000,93,10,0.0599661983560278,0.251848569956164,1,0.0333333333333333
"two-step oracle",0.1,5000,1000,93,10,0.0566172503795343,0,NA,NA
"two-step",0.1,5000,1000,94,10,0.205395129624536,0.0274447989148471,1,0.0111111111111111
"two-step+refitted",0.1,5000,1000,94,10,0.0719873978814238,0.174330183967684,1,0.0111111111111111
"two-step oracle",0.1,5000,1000,94,10,0.0593262240628398,0,NA,NA
"two-step",0.1,5000,1000,95,10,0.162938338325089,0.0267451457039347,1,0.0181818181818182
"two-step+refitted",0.1,5000,1000,95,10,0.0637395016278867,0.218271582438769,1,0.0181818181818182
"two-step oracle",0.1,5000,1000,95,10,0.0739651201174811,0,NA,NA
"two-step",0.1,5000,1000,96,10,0.14043376745892,0.11709203607511,1,0.106060606060606
"two-step+refitted",0.1,5000,1000,96,10,0.0825718537536479,0.412123247220459,1,0.106060606060606
"two-step oracle",0.1,5000,1000,96,10,0.089830267512091,0,NA,NA
"two-step",0.1,5000,1000,97,10,0.100191145275091,0.0715430468804058,1,0.0595959595959596
"two-step+refitted",0.1,5000,1000,97,10,0.0369951714298511,0.337410140882339,1,0.0595959595959596
"two-step oracle",0.1,5000,1000,97,10,0.0341155112697107,0,NA,NA
"two-step",0.1,5000,1000,98,10,0.186294985033019,0.0536206107373678,1,0.0191919191919192
"two-step+refitted",0.1,5000,1000,98,10,0.0656422958651895,0.258876565764171,1,0.0191919191919192
"two-step oracle",0.1,5000,1000,98,10,0.0604326572771604,0,NA,NA
"two-step",0.1,5000,1000,99,10,0.146332200427348,0.100972151739697,1,0.0626262626262626
"two-step+refitted",0.1,5000,1000,99,10,0.0645310322819497,0.367606961291895,1,0.0626262626262626
"two-step oracle",0.1,5000,1000,99,10,0.0753852717737374,0,NA,NA
"two-step",0.1,5000,1000,9,10,0.125856180304582,0.0805423542428349,1,0.0575757575757576
"two-step+refitted",0.1,5000,1000,9,10,0.0700511463937649,0.327145156412872,1,0.0575757575757576
"two-step oracle",0.1,5000,1000,9,10,0.0848145097625961,0,NA,NA
"two-step",0.05,6000,1000,100,10,0.171840100027653,0.0666694436733632,1,0.0404040404040404
"two-step+refitted",0.05,6000,1000,100,10,0.0417580459783212,0.334812256334225,1,0.0404040404040404
"two-step oracle",0.05,6000,1000,100,10,0.0428467499648828,0,NA,NA
"two-step",0.05,6000,1000,101,10,0.164643400675511,0.0848481896813847,1,0.0454545454545455
"two-step+refitted",0.05,6000,1000,101,10,0.0655083533341962,0.393839970644692,1,0.0454545454545455
"two-step oracle",0.05,6000,1000,101,10,0.0742935781856125,0,NA,NA
"two-step",0.05,6000,1000,102,10,0.179776276571345,0.131644141974204,1,0.0757575757575758
"two-step+refitted",0.05,6000,1000,102,10,0.0842255546439313,0.495644286864945,1,0.0757575757575758
"two-step oracle",0.05,6000,1000,102,10,0.0942238796098,0,NA,NA
"two-step",0.05,6000,1000,103,10,0.205918177654784,0.0773742616042773,1,0.0424242424242424
"two-step+refitted",0.05,6000,1000,103,10,0.104702805189402,0.3705727356787,1,0.0424242424242424
"two-step oracle",0.05,6000,1000,103,10,0.109302836744299,0,NA,NA
"two-step",0.05,6000,1000,104,10,0.157420493514594,0.0710115895266189,1,0.0383838383838384
"two-step+refitted",0.05,6000,1000,104,10,0.0806017999065568,0.334552150737634,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,104,10,0.0884274173370866,0,NA,NA
"two-step",0.05,6000,1000,105,10,0.219218584340303,0.0937234808572493,1,0.0252525252525253
"two-step+refitted",0.05,6000,1000,105,10,0.0903371751802706,0.367530380952357,1,0.0252525252525253
"two-step oracle",0.05,6000,1000,105,10,0.0850522847884277,0,NA,NA
"two-step",0.05,6000,1000,106,10,0.15363796147825,0.0639285271927582,1,0.0383838383838384
"two-step+refitted",0.05,6000,1000,106,10,0.0809068517465249,0.340831035967715,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,106,10,0.0920406659274952,0,NA,NA
"two-step",0.05,6000,1000,107,10,0.177158514171412,0.0462321823960785,1,0.0313131313131313
"two-step+refitted",0.05,6000,1000,107,10,0.0947480285897485,0.313289479308354,1,0.0313131313131313
"two-step oracle",0.05,6000,1000,107,10,0.0848512818591412,0,NA,NA
"two-step",0.05,6000,1000,108,10,0.145374182832192,0.128913724156991,1,0.0727272727272727
"two-step+refitted",0.05,6000,1000,108,10,0.0501083334416304,0.470722733729307,1,0.0727272727272727
"two-step oracle",0.05,6000,1000,108,10,0.050350379697632,0,NA,NA
"two-step",0.05,6000,1000,109,10,0.183394010125179,0.0812628029783253,1,0.0373737373737374
"two-step+refitted",0.05,6000,1000,109,10,0.0817428733185337,0.34671369198621,1,0.0373737373737374
"two-step oracle",0.05,6000,1000,109,10,0.105608640321864,0,NA,NA
"two-step",0.05,6000,1000,10,10,0.148754658850588,0.106061488057349,1,0.0747474747474747
"two-step+refitted",0.05,6000,1000,10,10,0.0682059952309675,0.432090897807597,1,0.0747474747474747
"two-step oracle",0.05,6000,1000,10,10,0.0649028402851742,0,NA,NA
"two-step",0.05,6000,1000,110,10,0.176165485390822,0.075857330884662,1,0.0454545454545455
"two-step+refitted",0.05,6000,1000,110,10,0.0684667329142983,0.338752455535114,1,0.0454545454545455
"two-step oracle",0.05,6000,1000,110,10,0.0695915825075823,0,NA,NA
"two-step",0.05,6000,1000,111,10,0.168680845167488,0.0542340425995625,1,0.0252525252525253
"two-step+refitted",0.05,6000,1000,111,10,0.0635882148989357,0.292185632318823,1,0.0252525252525253
"two-step oracle",0.05,6000,1000,111,10,0.0660235007297724,0,NA,NA
"two-step",0.05,6000,1000,112,10,0.172795253664878,0.0734512310632359,1,0.0505050505050505
"two-step+refitted",0.05,6000,1000,112,10,0.0993998589752643,0.346648915814346,1,0.0505050505050505
"two-step oracle",0.05,6000,1000,112,10,0.117916766923589,0,NA,NA
"two-step",0.05,6000,1000,113,10,0.169175436110164,0.0741553511828841,1,0.0414141414141414
"two-step+refitted",0.05,6000,1000,113,10,0.0835597547023978,0.358915829403837,1,0.0414141414141414
"two-step oracle",0.05,6000,1000,113,10,0.0816149965839456,0,NA,NA
"two-step",0.05,6000,1000,114,10,0.204834137682076,0.0620300661757347,1,0.0393939393939394
"two-step+refitted",0.05,6000,1000,114,10,0.0690054101345184,0.361071665078898,1,0.0393939393939394
"two-step oracle",0.05,6000,1000,114,10,0.0529754183272765,0,NA,NA
"two-step",0.05,6000,1000,115,10,0.195733267887211,0.0555663399273724,1,0.0262626262626263
"two-step+refitted",0.05,6000,1000,115,10,0.0722748685632933,0.31606251015014,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,115,10,0.0647619122150743,0,NA,NA
"two-step",0.05,6000,1000,116,10,0.143870367406341,0.0843941766627488,1,0.0323232323232323
"two-step+refitted",0.05,6000,1000,116,10,0.0695976627649098,0.297637112245244,1,0.0323232323232323
"two-step oracle",0.05,6000,1000,116,10,0.0756228565919812,0,NA,NA
"two-step",0.05,6000,1000,117,10,0.201764942896595,0.0334278962458556,1,0.0171717171717172
"two-step+refitted",0.05,6000,1000,117,10,0.078250115660732,0.239124102298804,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,117,10,0.0785626782468583,0,NA,NA
"two-step",0.05,6000,1000,118,10,0.226572572584747,0.0579170435443511,1,0.0323232323232323
"two-step+refitted",0.05,6000,1000,118,10,0.0962873762879065,0.341725782721269,1,0.0323232323232323
"two-step oracle",0.05,6000,1000,118,10,0.0829635218395108,0,NA,NA
"two-step",0.05,6000,1000,119,10,0.187122460697663,0.028536888214933,1,0.0171717171717172
"two-step+refitted",0.05,6000,1000,119,10,0.0694297958460177,0.234975476668852,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,119,10,0.0543345578667338,0,NA,NA
"two-step",0.05,6000,1000,11,10,0.181614281362112,0.0524181403622177,1,0.0343434343434343
"two-step+refitted",0.05,6000,1000,11,10,0.0785779273222114,0.30628154428216,1,0.0343434343434343
"two-step oracle",0.05,6000,1000,11,10,0.0843122060602347,0,NA,NA
"two-step",0.05,6000,1000,120,10,0.208807800118922,0.0582693305444681,1,0.0303030303030303
"two-step+refitted",0.05,6000,1000,120,10,0.0542685829827501,0.345070592912803,1,0.0303030303030303
"two-step oracle",0.05,6000,1000,120,10,0.0556164935432469,0,NA,NA
"two-step",0.05,6000,1000,121,10,0.190655343754721,0.0560832995931395,1,0.0242424242424242
"two-step+refitted",0.05,6000,1000,121,10,0.0579050773806047,0.312524741558337,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,121,10,0.0716454591413948,0,NA,NA
"two-step",0.05,6000,1000,122,10,0.15391804702018,0.0562600319756585,1,0.0313131313131313
"two-step+refitted",0.05,6000,1000,122,10,0.0981540743921791,0.325303265454422,1,0.0313131313131313
"two-step oracle",0.05,6000,1000,122,10,0.0923140963536579,0,NA,NA
"two-step",0.05,6000,1000,123,10,0.151275833148998,0.093052993038005,1,0.0626262626262626
"two-step+refitted",0.05,6000,1000,123,10,0.0620102459951299,0.3787354030124,1,0.0626262626262626
"two-step oracle",0.05,6000,1000,123,10,0.0726681295088394,0,NA,NA
"two-step",0.05,6000,1000,124,10,0.124955606087024,0.0386444363667712,1,0.0171717171717172
"two-step+refitted",0.05,6000,1000,124,10,0.0932762171327679,0.221142163617352,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,124,10,0.0833363363885594,0,NA,NA
"two-step",0.05,6000,1000,125,10,0.147038934316422,0.152814495088895,1,0.119191919191919
"two-step+refitted",0.05,6000,1000,125,10,0.0849898124945851,0.486991819673519,1,0.119191919191919
"two-step oracle",0.05,6000,1000,125,10,0.0850010642462689,0,NA,NA
"two-step",0.05,6000,1000,126,10,0.217555776604675,0.0584057051745233,1,0.0242424242424242
"two-step+refitted",0.05,6000,1000,126,10,0.106993422802104,0.327839165802139,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,126,10,0.100868192702846,0,NA,NA
"two-step",0.05,6000,1000,127,10,0.131661775996347,0.0440502945888525,1,0.0434343434343434
"two-step+refitted",0.05,6000,1000,127,10,0.054343849129176,0.313227186405598,1,0.0434343434343434
"two-step oracle",0.05,6000,1000,127,10,0.0536714146500102,0,NA,NA
"two-step",0.05,6000,1000,128,10,0.208273716014398,0.0940804264089419,1,0.0656565656565657
"two-step+refitted",0.05,6000,1000,128,10,0.0893697922605089,0.431648885690742,1,0.0656565656565657
"two-step oracle",0.05,6000,1000,128,10,0.0911579777861023,0,NA,NA
"two-step",0.05,6000,1000,129,10,0.179305862135918,0.0420729226195506,1,0.0171717171717172
"two-step+refitted",0.05,6000,1000,129,10,0.0465175557022197,0.255529770970865,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,129,10,0.0407933142270411,0,NA,NA
"two-step",0.05,6000,1000,12,10,0.160504315546216,0.0961652435069299,1,0.0474747474747475
"two-step+refitted",0.05,6000,1000,12,10,0.0580664152256501,0.381479609917157,1,0.0474747474747475
"two-step oracle",0.05,6000,1000,12,10,0.0737384284513209,0,NA,NA
"two-step",0.05,6000,1000,130,10,0.134165468206363,0.0549437603191096,1,0.0242424242424242
"two-step+refitted",0.05,6000,1000,130,10,0.056296052706981,0.286986918408262,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,130,10,0.0683308221581565,0,NA,NA
"two-step",0.05,6000,1000,131,10,0.15992047918709,0.0583200844899002,1,0.0151515151515152
"two-step+refitted",0.05,6000,1000,131,10,0.0711484445251098,0.246827735963187,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,131,10,0.0696361293340804,0,NA,NA
"two-step",0.05,6000,1000,132,10,0.117137590783459,0.0893289698905228,1,0.0616161616161616
"two-step+refitted",0.05,6000,1000,132,10,0.0491025465217714,0.402055219501402,1,0.0616161616161616
"two-step oracle",0.05,6000,1000,132,10,0.0411791921424834,0,NA,NA
"two-step",0.05,6000,1000,133,10,0.137739292847845,0.052336792992415,1,0.0272727272727273
"two-step+refitted",0.05,6000,1000,133,10,0.0790010609815001,0.278578852153369,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,133,10,0.0834020378759867,0,NA,NA
"two-step",0.05,6000,1000,134,10,0.167874724685773,0.121170700190802,1,0.0737373737373737
"two-step+refitted",0.05,6000,1000,134,10,0.0791975866490698,0.443448180812373,1,0.0737373737373737
"two-step oracle",0.05,6000,1000,134,10,0.0740174452955245,0,NA,NA
"two-step",0.05,6000,1000,135,10,0.188776550502074,0.0375966256882631,1,0.0272727272727273
"two-step+refitted",0.05,6000,1000,135,10,0.0838654278655354,0.29375976636291,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,135,10,0.0842531498039583,0,NA,NA
"two-step",0.05,6000,1000,136,10,0.149827703170992,0.0336655289183194,1,0.0222222222222222
"two-step+refitted",0.05,6000,1000,136,10,0.0609724216678951,0.255973654248954,1,0.0222222222222222
"two-step oracle",0.05,6000,1000,136,10,0.0508366250150048,0,NA,NA
"two-step",0.05,6000,1000,137,10,0.190489795217579,0.0537262250358483,1,0.0222222222222222
"two-step+refitted",0.05,6000,1000,137,10,0.0989854672701229,0.286487593596385,1,0.0222222222222222
"two-step oracle",0.05,6000,1000,137,10,0.111711097624583,0,NA,NA
"two-step",0.05,6000,1000,138,10,0.17561858309408,0.0558306572230903,1,0.0262626262626263
"two-step+refitted",0.05,6000,1000,138,10,0.0882955854141027,0.320863118167968,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,138,10,0.0921516271331013,0,NA,NA
"two-step",0.05,6000,1000,139,10,0.143058872790263,0.0737972297308641,1,0.0484848484848485
"two-step+refitted",0.05,6000,1000,139,10,0.0646719395234558,0.385371175738743,1,0.0484848484848485
"two-step oracle",0.05,6000,1000,139,10,0.0602744217841627,0,NA,NA
"two-step",0.05,6000,1000,13,10,0.17067529394223,0.103285977737509,1,0.0858585858585859
"two-step+refitted",0.05,6000,1000,13,10,0.077956904949422,0.411574375697269,1,0.0858585858585859
"two-step oracle",0.05,6000,1000,13,10,0.0717729722187119,0,NA,NA
"two-step",0.05,6000,1000,140,10,0.168247999350927,0.124972141196332,1,0.0757575757575758
"two-step+refitted",0.05,6000,1000,140,10,0.0657971113301436,0.495670026289687,1,0.0757575757575758
"two-step oracle",0.05,6000,1000,140,10,0.0619415380117022,0,NA,NA
"two-step",0.05,6000,1000,141,10,0.123335510611781,0.0474982620191301,1,0.0202020202020202
"two-step+refitted",0.05,6000,1000,141,10,0.0830282591813116,0.24780906347836,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,141,10,0.0609015784882839,0,NA,NA
"two-step",0.05,6000,1000,142,10,0.161608430472554,0.057149804749325,1,0.0333333333333333
"two-step+refitted",0.05,6000,1000,142,10,0.0581032552780093,0.313254917174383,1,0.0333333333333333
"two-step oracle",0.05,6000,1000,142,10,0.0659610193485399,0,NA,NA
"two-step",0.05,6000,1000,143,10,0.203194982641609,0.0398109551319298,1,0.0212121212121212
"two-step+refitted",0.05,6000,1000,143,10,0.0591807113448023,0.256160925210308,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,143,10,0.0466261765874913,0,NA,NA
"two-step",0.05,6000,1000,144,10,0.183677417227831,0.0851914645182749,1,0.0454545454545455
"two-step+refitted",0.05,6000,1000,144,10,0.0912314570639017,0.379904852424024,1,0.0454545454545455
"two-step oracle",0.05,6000,1000,144,10,0.107952259884092,0,NA,NA
"two-step",0.05,6000,1000,145,10,0.170698461704784,0.0511665059264386,1,0.0303030303030303
"two-step+refitted",0.05,6000,1000,145,10,0.0731128188487736,0.322371923960309,1,0.0303030303030303
"two-step oracle",0.05,6000,1000,145,10,0.0805360757909369,0,NA,NA
"two-step",0.05,6000,1000,146,10,0.166599374127127,0.0874920143103551,1,0.0565656565656566
"two-step+refitted",0.05,6000,1000,146,10,0.0739929818660706,0.373246554730187,1,0.0565656565656566
"two-step oracle",0.05,6000,1000,146,10,0.0707233114552177,0,NA,NA
"two-step",0.05,6000,1000,147,10,0.178771111481264,0.106176347095863,1,0.0727272727272727
"two-step+refitted",0.05,6000,1000,147,10,0.0919247233830705,0.427827954267199,1,0.0727272727272727
"two-step oracle",0.05,6000,1000,147,10,0.0698508143190563,0,NA,NA
"two-step",0.05,6000,1000,148,10,0.167708974002877,0.076652651463703,1,0.0424242424242424
"two-step+refitted",0.05,6000,1000,148,10,0.0608031967834153,0.342466557165233,1,0.0424242424242424
"two-step oracle",0.05,6000,1000,148,10,0.0626591813472315,0,NA,NA
"two-step",0.05,6000,1000,149,10,0.190007822624428,0.0946104445626014,1,0.0575757575757576
"two-step+refitted",0.05,6000,1000,149,10,0.0933023440536665,0.38703166751151,1,0.0575757575757576
"two-step oracle",0.05,6000,1000,149,10,0.0804650393535386,0,NA,NA
"two-step",0.05,6000,1000,14,10,0.158682081349103,0.0743824655148383,1,0.0444444444444444
"two-step+refitted",0.05,6000,1000,14,10,0.0612551091199977,0.34742252613778,1,0.0444444444444444
"two-step oracle",0.05,6000,1000,14,10,0.0624088232773463,0,NA,NA
"two-step",0.05,6000,1000,150,10,0.180518126993506,0.0528012718728842,1,0.0232323232323232
"two-step+refitted",0.05,6000,1000,150,10,0.0548829347735355,0.276227283465825,1,0.0232323232323232
"two-step oracle",0.05,6000,1000,150,10,0.0386952409581236,0,NA,NA
"two-step",0.05,6000,1000,151,10,0.161597614683649,0.088545943571206,1,0.0616161616161616
"two-step+refitted",0.05,6000,1000,151,10,0.0744568010287782,0.412844351239554,1,0.0616161616161616
"two-step oracle",0.05,6000,1000,151,10,0.0720952844096015,0,NA,NA
"two-step",0.05,6000,1000,152,10,0.180187095977262,0.075343914267402,1,0.0414141414141414
"two-step+refitted",0.05,6000,1000,152,10,0.0922004720049005,0.368570027908778,1,0.0414141414141414
"two-step oracle",0.05,6000,1000,152,10,0.0964904910717454,0,NA,NA
"two-step",0.05,6000,1000,153,10,0.210277231430936,0.0710838141932948,1,0.0505050505050505
"two-step+refitted",0.05,6000,1000,153,10,0.0873924072959353,0.408226353137547,1,0.0505050505050505
"two-step oracle",0.05,6000,1000,153,10,0.0875131481675196,0,NA,NA
"two-step",0.05,6000,1000,154,10,0.161743215023851,0.123726588531716,1,0.0828282828282828
"two-step+refitted",0.05,6000,1000,154,10,0.0921787311805587,0.494834445804945,1,0.0828282828282828
"two-step oracle",0.05,6000,1000,154,10,0.0950604639413082,0,NA,NA
"two-step",0.05,6000,1000,155,10,0.179939131787801,0.0934032204882994,1,0.0646464646464646
"two-step+refitted",0.05,6000,1000,155,10,0.0997363993464309,0.397839985131051,1,0.0646464646464646
"two-step oracle",0.05,6000,1000,155,10,0.0846183052664757,0,NA,NA
"two-step",0.05,6000,1000,156,10,0.14330968958089,0.0884408671511697,1,0.0474747474747475
"two-step+refitted",0.05,6000,1000,156,10,0.0599678138394288,0.381676562523817,1,0.0474747474747475
"two-step oracle",0.05,6000,1000,156,10,0.0551107141069586,0,NA,NA
"two-step",0.05,6000,1000,157,10,0.118548830980444,0.0866879968379693,1,0.0636363636363636
"two-step+refitted",0.05,6000,1000,157,10,0.0741778671445443,0.372477902845597,1,0.0636363636363636
"two-step oracle",0.05,6000,1000,157,10,0.079732795152919,0,NA,NA
"two-step",0.05,6000,1000,158,10,0.15768468328156,0.0859156931571537,1,0.0424242424242424
"two-step+refitted",0.05,6000,1000,158,10,0.0649348528008634,0.336833796794783,1,0.0424242424242424
"two-step oracle",0.05,6000,1000,158,10,0.0724734140779642,0,NA,NA
"two-step",0.05,6000,1000,159,10,0.17788890669476,0.120135317328944,1,0.0787878787878788
"two-step+refitted",0.05,6000,1000,159,10,0.0739120910743556,0.464279885385421,1,0.0787878787878788
"two-step oracle",0.05,6000,1000,159,10,0.0643736470112199,0,NA,NA
"two-step",0.05,6000,1000,15,10,0.161434271092123,0.0792251727274242,1,0.0454545454545455
"two-step+refitted",0.05,6000,1000,15,10,0.0462491163627865,0.372479835326976,1,0.0454545454545455
"two-step oracle",0.05,6000,1000,15,10,0.0461004043582012,0,NA,NA
"two-step",0.05,6000,1000,160,10,0.14784699962262,0.136450416959935,1,0.0808080808080808
"two-step+refitted",0.05,6000,1000,160,10,0.0444318847814701,0.513144195040001,1,0.0808080808080808
"two-step oracle",0.05,6000,1000,160,10,0.0606833407617836,0,NA,NA
"two-step",0.05,6000,1000,161,10,0.206234893523568,0.110755141468191,1,0.0757575757575758
"two-step+refitted",0.05,6000,1000,161,10,0.1127888176038,0.498718449685611,1,0.0757575757575758
"two-step oracle",0.05,6000,1000,161,10,0.10987632238174,0,NA,NA
"two-step",0.05,6000,1000,162,10,0.133388837580504,0.107533996515829,1,0.0818181818181818
"two-step+refitted",0.05,6000,1000,162,10,0.0763397186294701,0.356914741402199,1,0.0818181818181818
"two-step oracle",0.05,6000,1000,162,10,0.0900868816416842,0,NA,NA
"two-step",0.05,6000,1000,163,10,0.190273966554761,0.080522434285217,1,0.0505050505050505
"two-step+refitted",0.05,6000,1000,163,10,0.0749402966146008,0.377107532082279,1,0.0505050505050505
"two-step oracle",0.05,6000,1000,163,10,0.0550578694742002,0,NA,NA
"two-step",0.05,6000,1000,164,10,0.179745412422796,0.0468751574847589,1,0.0272727272727273
"two-step+refitted",0.05,6000,1000,164,10,0.083299696415237,0.252308641868539,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,164,10,0.0852318252129203,0,NA,NA
"two-step",0.05,6000,1000,165,10,0.188803450547694,0.0450751629979597,1,0.0232323232323232
"two-step+refitted",0.05,6000,1000,165,10,0.0731848423248142,0.292630601608859,1,0.0232323232323232
"two-step oracle",0.05,6000,1000,165,10,0.0995881217397692,0,NA,NA
"two-step",0.05,6000,1000,166,10,0.199486647186664,0.0484630728672307,1,0.0181818181818182
"two-step+refitted",0.05,6000,1000,166,10,0.0751102633851395,0.259312536804783,1,0.0181818181818182
"two-step oracle",0.05,6000,1000,166,10,0.0832195273111058,0,NA,NA
"two-step",0.05,6000,1000,167,10,0.189954118446947,0.05357823941314,1,0.0252525252525253
"two-step+refitted",0.05,6000,1000,167,10,0.0745996022469076,0.302188690603922,1,0.0252525252525253
"two-step oracle",0.05,6000,1000,167,10,0.0878657438276975,0,NA,NA
"two-step",0.05,6000,1000,168,10,0.174239314708221,0.14517402725805,1,0.096969696969697
"two-step+refitted",0.05,6000,1000,168,10,0.109860648859493,0.510509728335805,1,0.096969696969697
"two-step oracle",0.05,6000,1000,168,10,0.0989316396556278,0,NA,NA
"two-step",0.05,6000,1000,169,10,0.142030734250482,0.0629215687439434,1,0.0343434343434343
"two-step+refitted",0.05,6000,1000,169,10,0.0680554755906373,0.342537312566303,1,0.0343434343434343
"two-step oracle",0.05,6000,1000,169,10,0.0487046611024802,0,NA,NA
"two-step",0.05,6000,1000,16,10,0.156725466776694,0.0689080759060643,1,0.0515151515151515
"two-step+refitted",0.05,6000,1000,16,10,0.0794040260239529,0.350719726290401,1,0.0515151515151515
"two-step oracle",0.05,6000,1000,16,10,0.0708425695516982,0,NA,NA
"two-step",0.05,6000,1000,170,10,0.176294533480957,0.0601826871375651,1,0.0272727272727273
"two-step+refitted",0.05,6000,1000,170,10,0.0745982561352405,0.280899357785514,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,170,10,0.0717678217025281,0,NA,NA
"two-step",0.05,6000,1000,171,10,0.193267826132203,0.0538466146478476,1,0.0252525252525253
"two-step+refitted",0.05,6000,1000,171,10,0.0954653965966077,0.293519472855788,1,0.0252525252525253
"two-step oracle",0.05,6000,1000,171,10,0.094301914012965,0,NA,NA
"two-step",0.05,6000,1000,172,10,0.156867135860759,0.0783794490520639,1,0.0525252525252525
"two-step+refitted",0.05,6000,1000,172,10,0.0800337631398749,0.367341732394779,1,0.0525252525252525
"two-step oracle",0.05,6000,1000,172,10,0.0814002155721426,0,NA,NA
