"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step+refitted",0.2,2500,1000,57,10,0.4,0.300085058921663,0.663088410930029,0.9,0.0242424242424242
"two-step oracle",0.2,2500,1000,57,10,0.4,0.193642244149359,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.6,0.239408774815636,0.0727437880476401,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,57,10,0.6,0.115346956158134,0.367896267299998,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,57,10,0.6,0.106414477074495,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.8,0.165548937170883,0.0469023026786134,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,57,10,0.8,0.0807441612245279,0.237573774626797,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,57,10,0.8,0.0726839856221338,0,NA,NA
"two-step",0.2,2500,1000,57,10,1,0.125526688681735,0.0354473859468867,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,57,10,1,0.0611890532541606,0.180036237904886,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,57,10,1,0.0550808494816175,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.2,0.846456027506899,0.217160425805849,0.3,0.0171717171717172
"two-step+refitted",0.2,2500,1000,58,10,0.2,0.735407851925246,1.40577557071179,0.3,0.0171717171717172
"two-step oracle",0.2,2500,1000,58,10,0.2,0.545583458749026,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.4,0.377212627211006,0.170909722640445,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,58,10,0.4,0.215262502009404,0.841755313090158,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,58,10,0.4,0.220862029780544,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.6,0.206147888395847,0.0960712407372011,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,58,10,0.6,0.119526845692465,0.469575787684856,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,58,10,0.6,0.121372882802262,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.8,0.141932147723007,0.0634568912848369,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,58,10,0.8,0.0807930584801776,0.315904759960053,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,58,10,0.8,0.0829009840676236,0,NA,NA
"two-step",0.2,2500,1000,58,10,1,0.107353669429769,0.0484687514892578,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,58,10,1,0.0612254818407905,0.239395388705918,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,58,10,1,0.062823420953354,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.2,0.837377473178901,0.427481664747538,0.5,0.0333333333333333
"two-step+refitted",0.2,2500,1000,59,10,0.2,0.731430471437825,1.84769893857784,0.5,0.0333333333333333
"two-step oracle",0.2,2500,1000,59,10,0.2,0.556060332783798,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.4,0.453001903592129,0.177649259221601,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,59,10,0.4,0.216225502863013,0.722872820771692,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,59,10,0.4,0.225103257457026,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.6,0.246209918264243,0.101901737016673,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,59,10,0.6,0.119334361485059,0.404045060358499,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,59,10,0.6,0.123703614029473,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.8,0.169592653464418,0.0673633268187472,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,59,10,0.8,0.0811606325350873,0.271331386444181,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,59,10,0.8,0.0844929369641107,0,NA,NA
"two-step",0.2,2500,1000,59,10,1,0.1283700909638,0.0512801452774135,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,59,10,1,0.061504532658069,0.205618324091789,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,59,10,1,0.0640298231219039,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.2,0.817427444683144,0.151960345705533,0.3,0.0101010101010101
"two-step+refitted",0.2,2500,1000,5,10,0.2,0.71479237149754,1.27326854311701,0.3,0.0101010101010101
"two-step oracle",0.2,2500,1000,5,10,0.2,0.455465168000303,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.4,0.36894778787699,0.130975128547873,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,5,10,0.4,0.191910239052879,0.71490362643133,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,5,10,0.4,0.184380519397597,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.6,0.196450698101075,0.0815059117268687,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,5,10,0.6,0.106825831134914,0.41614726887924,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,5,10,0.6,0.101324773634026,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.8,0.135593514089711,0.0534730292673566,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,5,10,0.8,0.0725723268800393,0.283431873818239,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,5,10,0.8,0.0692075795742152,0,NA,NA
"two-step",0.2,2500,1000,5,10,1,0.103534446092063,0.0393170978251069,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,5,10,1,0.0545882166967677,0.203351809858013,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,5,10,1,0.0524463847281627,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.2,0.839639772979676,0.190509624193147,0.2,0.00505050505050505
"two-step+refitted",0.2,2500,1000,60,10,0.2,0.864902897323968,1.06377393235348,0.2,0.00505050505050505
"two-step oracle",0.2,2500,1000,60,10,0.2,0.490632581897648,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.4,0.458640670008402,0.194084367874465,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,60,10,0.4,0.184012188457973,0.831348474618259,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,60,10,0.4,0.198616923179541,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.6,0.252274441111039,0.106326276919701,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,60,10,0.6,0.101122472620737,0.456860405219457,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,60,10,0.6,0.109148270363944,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.8,0.168292424533701,0.0785401174103944,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,60,10,0.8,0.0687166547730734,0.323693102589498,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,60,10,0.8,0.0745512408829513,0,NA,NA
"two-step",0.2,2500,1000,60,10,1,0.129743282263178,0.0562363727974537,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,60,10,1,0.0519708429323869,0.238000260429124,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,60,10,1,0.0564958792861132,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.2,0.844426657618735,0.176777168364735,0.5,0.0121212121212121
"two-step+refitted",0.2,2500,1000,61,10,0.2,0.639324534518511,1.36026084818659,0.5,0.0121212121212121
"two-step oracle",0.2,2500,1000,61,10,0.2,0.561678877849599,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.4,0.482530818930304,0.173898498943951,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,61,10,0.4,0.224615065989065,0.83436114279192,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,61,10,0.4,0.227377745892743,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.6,0.264861118896459,0.0960435651834217,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,61,10,0.6,0.123435530142146,0.458517225968469,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,61,10,0.6,0.124953540142252,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.8,0.184668126371615,0.0600290629453151,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,61,10,0.8,0.082298424252387,0.297085356409296,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,61,10,0.8,0.0853466705359695,0,NA,NA
"two-step",0.2,2500,1000,61,10,1,0.140596110432569,0.0445847807635103,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,61,10,1,0.0623667993517524,0.225134789963052,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,61,10,1,0.0646767932896287,0,NA,NA
"two-step",0.2,2500,1000,62,10,0.2,0.552325758759846,0.798670178139306,0.6,0.0737373737373737
"two-step+refitted",0.2,2500,1000,62,10,0.2,0.412455853097801,2.5770391103002,0.6,0.0737373737373737
"two-step oracle",0.2,2500,1000,62,10,0.2,0.466860167913008,0,NA,NA
"two-step",0.2,2500,1000,62,10,0.4,0.245616390965352,0.333234048876522,1,0.0777777777777778
"two-step+refitted",0.2,2500,1000,62,10,0.4,0.18215498783115,1.0441929137191,1,0.0777777777777778
"two-step oracle",0.2,2500,1000,62,10,0.4,0.188993420998098,0,NA,NA
"two-step",0.2,2500,1000,62,10,0.6,0.131048626088614,0.195004175668449,1,0.0838383838383838
"two-step+refitted",0.2,2500,1000,62,10,0.6,0.101499139502848,0.583103488850131,1,0.0838383838383838
"two-step oracle",0.2,2500,1000,62,10,0.6,0.103859755160244,0,NA,NA
"two-step",0.2,2500,1000,62,10,0.8,0.0894467582961934,0.133394705116124,1,0.0838383838383838
"two-step+refitted",0.2,2500,1000,62,10,0.8,0.0693264354847103,0.398276534346194,1,0.0838383838383838
"two-step oracle",0.2,2500,1000,62,10,0.8,0.0709390409868843,0,NA,NA
"two-step",0.2,2500,1000,62,10,1,0.0673417551949227,0.102773420968651,1,0.0858585858585859
"two-step+refitted",0.2,2500,1000,62,10,1,0.0527275997390585,0.304431976113062,1,0.0858585858585859
"two-step oracle",0.2,2500,1000,62,10,1,0.0537585082260452,0,NA,NA
"two-step",0.2,2500,1000,63,10,0.2,0.794062542536741,0.233917605694804,0.3,0.0121212121212121
"two-step+refitted",0.2,2500,1000,63,10,0.2,0.73423296713677,1.4337855428661,0.3,0.0121212121212121
"two-step oracle",0.2,2500,1000,63,10,0.2,0.512654992070249,0,NA,NA
"two-step",0.2,2500,1000,63,10,0.4,0.398365401312496,0.182072577311858,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,63,10,0.4,0.204316878172329,0.809042599731118,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,63,10,0.4,0.207531992237048,0,NA,NA
"two-step",0.2,2500,1000,63,10,0.6,0.210475598514036,0.11428940514593,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,63,10,0.6,0.110259940663871,0.485619712264524,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,63,10,0.6,0.11404747206451,0,NA,NA
"two-step",0.2,2500,1000,63,10,0.8,0.146822328131607,0.0727333746429904,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,63,10,0.8,0.0749550601636366,0.320502192514739,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,63,10,0.8,0.0778975290549491,0,NA,NA
"two-step",0.2,2500,1000,63,10,1,0.111753332131158,0.054305081154015,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,63,10,1,0.0571242061813037,0.240777560823497,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,63,10,1,0.0590317390569618,0,NA,NA
"two-step",0.2,2500,1000,64,10,0.2,0.771425210429081,0.576687930179081,0.5,0.0535353535353535
"two-step+refitted",0.2,2500,1000,64,10,0.2,0.755271230737551,2.49069631274926,0.5,0.0535353535353535
"two-step oracle",0.2,2500,1000,64,10,0.2,0.675707954824826,0,NA,NA
"two-step",0.2,2500,1000,64,10,0.4,0.472499761718456,0.260961102233876,1,0.0626262626262626
"two-step+refitted",0.2,2500,1000,64,10,0.4,0.235116981763882,1.03518939342701,1,0.0626262626262626
"two-step oracle",0.2,2500,1000,64,10,0.4,0.273538774037728,0,NA,NA
"two-step",0.2,2500,1000,64,10,0.6,0.268229287551443,0.125861176658411,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,64,10,0.6,0.13020209473273,0.547558007364116,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,64,10,0.6,0.150320947408409,0,NA,NA
"two-step",0.2,2500,1000,64,10,0.8,0.180249926512832,0.0919429557535929,1,0.0585858585858586
"two-step+refitted",0.2,2500,1000,64,10,0.8,0.0886264372412464,0.382869465079064,1,0.0585858585858586
"two-step oracle",0.2,2500,1000,64,10,0.8,0.102673300480443,0,NA,NA
"two-step",0.2,2500,1000,64,10,1,0.139021642951627,0.0647803468094094,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,64,10,1,0.067393543626336,0.283417451815204,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,64,10,1,0.0778071340081023,0,NA,NA
"two-step",0.2,2500,1000,65,10,0.2,0.755023105952118,0.437747390563687,0.5,0.0292929292929293
"two-step+refitted",0.2,2500,1000,65,10,0.2,0.671124884728223,1.97808979272048,0.5,0.0292929292929293
"two-step oracle",0.2,2500,1000,65,10,0.2,0.449431734315898,0,NA,NA
"two-step",0.2,2500,1000,65,10,0.4,0.44746949295909,0.23840054333674,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,65,10,0.4,0.187663979782882,0.942080210016667,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,65,10,0.4,0.181938076561925,0,NA,NA
"two-step",0.2,2500,1000,65,10,0.6,0.246494085596578,0.130001581670416,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,65,10,0.6,0.103129051370801,0.51770896639258,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,65,10,0.6,0.0999825495842881,0,NA,NA
"two-step",0.2,2500,1000,65,10,0.8,0.166807741718307,0.091489115680859,1,0.0535353535353535
"two-step+refitted",0.2,2500,1000,65,10,0.8,0.0717977253590296,0.360529968648218,1,0.0535353535353535
"two-step oracle",0.2,2500,1000,65,10,0.8,0.0682908039980459,0,NA,NA
"two-step",0.2,2500,1000,65,10,1,0.12921340962667,0.064526889189819,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,65,10,1,0.0520697191426494,0.261299986740465,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,65,10,1,0.0517516405271221,0,NA,NA
"two-step",0.2,2500,1000,66,10,0.2,0.720227464231563,0.552618525957011,0.4,0.0494949494949495
"two-step+refitted",0.2,2500,1000,66,10,0.2,0.592270346718438,2.26301698590657,0.4,0.0494949494949495
"two-step oracle",0.2,2500,1000,66,10,0.2,0.420170768101691,0,NA,NA
"two-step",0.2,2500,1000,66,10,0.4,0.353935066629616,0.297834166834281,1,0.0757575757575758
"two-step+refitted",0.2,2500,1000,66,10,0.4,0.168485271246015,1.06031119818513,1,0.0757575757575758
"two-step oracle",0.2,2500,1000,66,10,0.4,0.170092709390735,0,NA,NA
"two-step",0.2,2500,1000,66,10,0.6,0.205714023726127,0.141753951811821,1,0.0595959595959596
"two-step+refitted",0.2,2500,1000,66,10,0.6,0.0927565243852264,0.531741533658175,1,0.0595959595959596
"two-step oracle",0.2,2500,1000,66,10,0.6,0.0934730270427845,0,NA,NA
"two-step",0.2,2500,1000,66,10,0.8,0.134464107224726,0.108308165995451,1,0.0737373737373737
"two-step+refitted",0.2,2500,1000,66,10,0.8,0.0627677213712397,0.393704607016273,1,0.0737373737373737
"two-step oracle",0.2,2500,1000,66,10,0.8,0.0638446228409234,0,NA,NA
"two-step",0.2,2500,1000,66,10,1,0.102908062543381,0.080079053400321,1,0.0686868686868687
"two-step+refitted",0.2,2500,1000,66,10,1,0.0471637491894642,0.292341565605301,1,0.0686868686868687
"two-step oracle",0.2,2500,1000,66,10,1,0.0483822678518724,0,NA,NA
"two-step",0.2,2500,1000,67,10,0.2,0.772218121469324,0.227106072750773,0.4,0.0111111111111111
"two-step+refitted",0.2,2500,1000,67,10,0.2,0.583416145710362,1.23771616102907,0.4,0.0111111111111111
"two-step oracle",0.2,2500,1000,67,10,0.2,0.357619718844576,0,NA,NA
"two-step",0.2,2500,1000,67,10,0.4,0.319913752168667,0.173034317003532,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,67,10,0.4,0.162349390171287,0.80877689279384,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,67,10,0.4,0.144770915846067,0,NA,NA
"two-step",0.2,2500,1000,67,10,0.6,0.178412388788823,0.0912202021456785,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,67,10,0.6,0.0923065778143611,0.421943667917752,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,67,10,0.6,0.079557647005328,0,NA,NA
"two-step",0.2,2500,1000,67,10,0.8,0.12629445688159,0.0564867320406025,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,67,10,0.8,0.0629762577513724,0.256346483476159,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,67,10,0.8,0.0543400393446288,0,NA,NA
"two-step",0.2,2500,1000,67,10,1,0.096716496343317,0.0416090946711649,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,67,10,1,0.0471403322279291,0.186088982353131,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,67,10,1,0.0411795734967968,0,NA,NA
"two-step",0.2,2500,1000,68,10,0.2,0.765800758935339,0.312381788250435,0.5,0.0292929292929293
"two-step+refitted",0.2,2500,1000,68,10,0.2,0.437315234063558,1.68688758518397,0.5,0.0292929292929293
"two-step oracle",0.2,2500,1000,68,10,0.2,0.35814409755862,0,NA,NA
"two-step",0.2,2500,1000,68,10,0.4,0.29549729261161,0.16457691234731,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,68,10,0.4,0.169279384180181,0.803918678341348,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,68,10,0.4,0.144983193812526,0,NA,NA
"two-step",0.2,2500,1000,68,10,0.6,0.16908014846933,0.0793112760883594,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,68,10,0.6,0.0928211771931697,0.404290227015327,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,68,10,0.6,0.0796743025878658,0,NA,NA
"two-step",0.2,2500,1000,68,10,0.8,0.10884105998099,0.0662040531531391,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,68,10,0.8,0.0649963110480236,0.305992353868643,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,68,10,0.8,0.0544197182841584,0,NA,NA
"two-step",0.2,2500,1000,68,10,1,0.0828863863131265,0.0493576802803417,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,68,10,1,0.049049702274795,0.230913076301417,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,68,10,1,0.041239955211387,0,NA,NA
"two-step",0.2,2500,1000,69,10,0.2,0.936641340958508,0.108318122132915,0.2,0.00606060606060606
"two-step+refitted",0.2,2500,1000,69,10,0.2,0.80766361830038,1.17054036959831,0.2,0.00606060606060606
"two-step oracle",0.2,2500,1000,69,10,0.2,0.541189275875884,0,NA,NA
"two-step",0.2,2500,1000,69,10,0.4,0.505223334143485,0.194236222567071,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,69,10,0.4,0.227160271957491,0.906881646140725,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,69,10,0.4,0.219083185255431,0,NA,NA
"two-step",0.2,2500,1000,69,10,0.6,0.267663149334608,0.12432028602977,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,69,10,0.6,0.123715617545704,0.520197772770549,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,69,10,0.6,0.120395333658642,0,NA,NA
"two-step",0.2,2500,1000,69,10,0.8,0.185564026677524,0.0799374078608689,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,69,10,0.8,0.084386309066852,0.346895667975005,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,69,10,0.8,0.082233291382815,0,NA,NA
"two-step",0.2,2500,1000,69,10,1,0.142391324838274,0.05748015691939,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,69,10,1,0.0635081264852232,0.261896623965402,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,69,10,1,0.062317434937908,0,NA,NA
"two-step",0.2,2500,1000,6,10,0.2,0.823487591449439,0.272309629504948,0.3,0.0151515151515152
"two-step+refitted",0.2,2500,1000,6,10,0.2,0.697779406112444,1.5965935281034,0.3,0.0151515151515152
"two-step oracle",0.2,2500,1000,6,10,0.2,0.472827740709603,0,NA,NA
"two-step",0.2,2500,1000,6,10,0.4,0.405899278097851,0.255349823062577,1,0.0646464646464646
"two-step+refitted",0.2,2500,1000,6,10,0.4,0.166032993859142,1.00984647449364,1,0.0646464646464646
"two-step oracle",0.2,2500,1000,6,10,0.4,0.191409202157851,0,NA,NA
"two-step",0.2,2500,1000,6,10,0.6,0.220695441832467,0.145379845012513,1,0.0696969696969697
"two-step+refitted",0.2,2500,1000,6,10,0.6,0.0936429813545637,0.566672552120188,1,0.0696969696969697
"two-step oracle",0.2,2500,1000,6,10,0.6,0.105187327508777,0,NA,NA
"two-step",0.2,2500,1000,6,10,0.8,0.156277700855987,0.088011760588435,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,6,10,0.8,0.0622367291065653,0.367744823988785,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,6,10,0.8,0.0718458090521528,0,NA,NA
"two-step",0.2,2500,1000,6,10,1,0.112340788192091,0.0794625528633603,1,0.0717171717171717
"two-step+refitted",0.2,2500,1000,6,10,1,0.0495726817183169,0.298095467212048,1,0.0717171717171717
"two-step oracle",0.2,2500,1000,6,10,1,0.0544456686079387,0,NA,NA
"two-step",0.2,2500,1000,70,10,0.2,0.74130211265923,0.0812188472939164,0.5,0.00303030303030303
"two-step+refitted",0.2,2500,1000,70,10,0.2,0.707846927193224,0.727346585386202,0.5,0.00303030303030303
"two-step oracle",0.2,2500,1000,70,10,0.2,0.702954369606187,0,NA,NA
"two-step",0.2,2500,1000,70,10,0.4,0.416760871827776,0.114730878154486,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,70,10,0.4,0.269770777355317,0.695223180960119,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,70,10,0.4,0.284568614434012,0,NA,NA
"two-step",0.2,2500,1000,70,10,0.6,0.236172215573292,0.0516696400087144,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,70,10,0.6,0.146680401551241,0.333336638768605,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,70,10,0.6,0.156382304025827,0,NA,NA
"two-step",0.2,2500,1000,70,10,0.8,0.160165148047635,0.0369513744231289,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,70,10,0.8,0.102167934877661,0.246221991459535,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,70,10,0.8,0.106813372107371,0,NA,NA
