"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step+refitted",0.2,2500,1000,277,10,0.6,0.0780817329989588,0.455331120365639,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,277,10,0.6,0.0791002639391429,0,NA,NA
"two-step",0.2,2500,1000,277,10,0.8,0.12992031591552,0.0924813232193649,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,277,10,0.8,0.0545614288223056,0.33395723514026,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,277,10,0.8,0.0540276342553944,0,NA,NA
"two-step",0.2,2500,1000,277,10,1,0.0990022199990918,0.0690923457161689,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,277,10,1,0.0402626080320616,0.253247778255555,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,277,10,1,0.0409428289436445,0,NA,NA
"two-step",0.2,2500,1000,278,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,278,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,278,10,0.2,0.393518707192616,0,NA,NA
"two-step",0.2,2500,1000,278,10,0.4,0.425794488373892,0.214668728949896,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,278,10,0.4,0.151033920881914,0.93731244523687,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,278,10,0.4,0.159303474167751,0,NA,NA
"two-step",0.2,2500,1000,278,10,0.6,0.23101824495013,0.12307520910931,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,278,10,0.6,0.0805492710244072,0.520975573179374,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,278,10,0.6,0.0875438929877077,0,NA,NA
"two-step",0.2,2500,1000,278,10,0.8,0.161062990904011,0.0784087621058216,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,278,10,0.8,0.0578270869576251,0.349320518295415,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,278,10,0.8,0.0597948628246284,0,NA,NA
"two-step",0.2,2500,1000,278,10,1,0.122598293107283,0.0585344058579046,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,278,10,1,0.0437782809821949,0.260654999337824,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,278,10,1,0.0453133081630936,0,NA,NA
"two-step",0.2,2500,1000,279,10,0.2,0.834927398363776,0.0411556027166534,0.3,0.00404040404040404
"two-step+refitted",0.2,2500,1000,279,10,0.2,0.68950449779193,0.718153423942849,0.3,0.00404040404040404
"two-step oracle",0.2,2500,1000,279,10,0.2,0.529061404053798,0,NA,NA
"two-step",0.2,2500,1000,279,10,0.4,0.37948285312473,0.0707046412913883,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,279,10,0.4,0.2175117881264,0.42787958882783,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,279,10,0.4,0.2141736038805,0,NA,NA
"two-step",0.2,2500,1000,279,10,0.6,0.210147535819414,0.0373686695432237,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,279,10,0.6,0.119473327211315,0.228180257094502,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,279,10,0.6,0.117697314241636,0,NA,NA
"two-step",0.2,2500,1000,279,10,0.8,0.141976624027854,0.026965845128668,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,279,10,0.8,0.0835665919895774,0.165870713332811,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,279,10,0.8,0.0803904706510411,0,NA,NA
"two-step",0.2,2500,1000,279,10,1,0.106186496379196,0.0217630663866404,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,279,10,1,0.0633277837408422,0.125698870811957,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,279,10,1,0.0609209219305414,0,NA,NA
"two-step",0.2,2500,1000,27,10,0.2,0.981920298074055,0,0.1,0
"two-step+refitted",0.2,2500,1000,27,10,0.2,0.908817052503867,0,0.1,0
"two-step oracle",0.2,2500,1000,27,10,0.2,0.544602127944788,0,NA,NA
"two-step",0.2,2500,1000,27,10,0.4,0.491563630436429,0.0306054088032075,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,27,10,0.4,0.224954432118994,0.354968687894212,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,27,10,0.4,0.220464769361749,0,NA,NA
"two-step",0.2,2500,1000,27,10,0.6,0.263140195606973,0.0222555354886145,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,27,10,0.6,0.124198958247093,0.262176665039325,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,27,10,0.6,0.121154571658875,0,NA,NA
"two-step",0.2,2500,1000,27,10,0.8,0.180568149553716,0.0144928381486314,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,27,10,0.8,0.0839438733112081,0.173629320375323,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,27,10,0.8,0.0827518716118415,0,NA,NA
"two-step",0.2,2500,1000,27,10,1,0.136316721156308,0.0114222777492333,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,27,10,1,0.0642862046394164,0.135704432127352,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,27,10,1,0.0627104216363454,0,NA,NA
"two-step",0.2,2500,1000,280,10,0.2,0.740717137249774,0.441161176691668,0.4,0.0393939393939394
"two-step+refitted",0.2,2500,1000,280,10,0.2,0.569754234023095,2.05770368091508,0.4,0.0393939393939394
"two-step oracle",0.2,2500,1000,280,10,0.2,0.381394541441031,0,NA,NA
"two-step",0.2,2500,1000,280,10,0.4,0.317569587278901,0.240427104804213,1,0.0646464646464646
"two-step+refitted",0.2,2500,1000,280,10,0.4,0.146852488892174,0.987418676343388,1,0.0646464646464646
"two-step oracle",0.2,2500,1000,280,10,0.4,0.154395393077037,0,NA,NA
"two-step",0.2,2500,1000,280,10,0.6,0.171922430816494,0.137261873434827,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,280,10,0.6,0.0823191301881012,0.545929726381789,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,280,10,0.6,0.0848466980393589,0,NA,NA
"two-step",0.2,2500,1000,280,10,0.8,0.122169623068151,0.0847448441091994,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,280,10,0.8,0.0530085812198088,0.350035584471523,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,280,10,0.8,0.0579526052273992,0,NA,NA
"two-step",0.2,2500,1000,280,10,1,0.0937280670050263,0.0622242130032936,1,0.0565656565656566
"two-step+refitted",0.2,2500,1000,280,10,1,0.040441425357025,0.263318519725664,1,0.0565656565656566
"two-step oracle",0.2,2500,1000,280,10,1,0.0439172219062517,0,NA,NA
"two-step",0.2,2500,1000,281,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,281,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,281,10,0.2,0.538955890042323,0,NA,NA
"two-step",0.2,2500,1000,281,10,0.4,0.50594135987268,0.0662948536139781,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,281,10,0.4,0.185682745857874,0.575243474189035,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,281,10,0.4,0.218179070365997,0,NA,NA
"two-step",0.2,2500,1000,281,10,0.6,0.271613625732106,0.0393670825530939,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,281,10,0.6,0.102548951446721,0.319156800040727,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,281,10,0.6,0.119898484876515,0,NA,NA
"two-step",0.2,2500,1000,281,10,0.8,0.187068169823185,0.0276985543677606,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,281,10,0.8,0.0703767758030614,0.223116911215098,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,281,10,0.8,0.0818939301348985,0,NA,NA
"two-step",0.2,2500,1000,281,10,1,0.141336021378718,0.0214360589843777,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,281,10,1,0.0533323321497876,0.169080709070773,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,281,10,1,0.0620602626645856,0,NA,NA
"two-step",0.2,2500,1000,282,10,0.2,0.734578146283235,0.426264360793632,0.4,0.0414141414141414
"two-step+refitted",0.2,2500,1000,282,10,0.2,0.728136789850978,2.15298976973488,0.4,0.0414141414141414
"two-step oracle",0.2,2500,1000,282,10,0.2,0.505116764267523,0,NA,NA
"two-step",0.2,2500,1000,282,10,0.4,0.362350112871525,0.261400081239946,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,282,10,0.4,0.199964949074297,0.997371671987628,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,282,10,0.4,0.204480381586541,0,NA,NA
"two-step",0.2,2500,1000,282,10,0.6,0.199488666343966,0.142721073199982,1,0.0666666666666667
"two-step+refitted",0.2,2500,1000,282,10,0.6,0.109792123099151,0.548526316183037,1,0.0666666666666667
"two-step oracle",0.2,2500,1000,282,10,0.6,0.112370484932721,0,NA,NA
"two-step",0.2,2500,1000,282,10,0.8,0.138198473392904,0.0927107155765893,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,282,10,0.8,0.0743611769130771,0.357938568429376,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,282,10,0.8,0.0767521011777777,0,NA,NA
"two-step",0.2,2500,1000,282,10,1,0.104905673951294,0.0698282305472706,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,282,10,1,0.0563518482704044,0.271250417594024,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,282,10,1,0.0581637192317662,0,NA,NA
"two-step",0.2,2500,1000,283,10,0.2,1,2.66337304938506e-16,0,0.00101010101010101
"two-step+refitted",0.2,2500,1000,283,10,0.2,1,0.548696136736778,0,0.00101010101010101
"two-step oracle",0.2,2500,1000,283,10,0.2,0.390633438313509,0,NA,NA
"two-step",0.2,2500,1000,283,10,0.4,0.49844946753763,0.143461439653023,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,283,10,0.4,0.184287321859443,0.699384383855533,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,283,10,0.4,0.158135465257502,0,NA,NA
"two-step",0.2,2500,1000,283,10,0.6,0.261302005829265,0.0942134527405813,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,283,10,0.6,0.108195718187561,0.442713503915455,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,283,10,0.6,0.0869020234517049,0,NA,NA
"two-step",0.2,2500,1000,283,10,0.8,0.185798256725612,0.0553202921344383,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,283,10,0.8,0.0695065099198523,0.269982321612359,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,283,10,0.8,0.0593564484527467,0,NA,NA
"two-step",0.2,2500,1000,283,10,1,0.134277015579835,0.0501113743051788,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,283,10,1,0.0564214576860502,0.234029159341212,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,283,10,1,0.0449810721716065,0,NA,NA
"two-step",0.2,2500,1000,284,10,0.2,0.776016078722391,0.311926347439659,0.4,0.0292929292929293
"two-step+refitted",0.2,2500,1000,284,10,0.2,0.53693500593278,1.6946392106534,0.4,0.0292929292929293
"two-step oracle",0.2,2500,1000,284,10,0.2,0.437728288782355,0,NA,NA
"two-step",0.2,2500,1000,284,10,0.4,0.358637150370302,0.19268639036232,1,0.0535353535353535
"two-step+refitted",0.2,2500,1000,284,10,0.4,0.166323225533806,0.806606205894226,1,0.0535353535353535
"two-step oracle",0.2,2500,1000,284,10,0.4,0.177200310607856,0,NA,NA
"two-step",0.2,2500,1000,284,10,0.6,0.20266802490922,0.0953948440995631,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,284,10,0.6,0.0914852448184453,0.430351274980781,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,284,10,0.6,0.0973789498960141,0,NA,NA
"two-step",0.2,2500,1000,284,10,0.8,0.138280249324941,0.0654245112887068,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,284,10,0.8,0.0610939525582118,0.298767407188333,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,284,10,0.8,0.0665124745121453,0,NA,NA
"two-step",0.2,2500,1000,284,10,1,0.104064098141977,0.0509105923743241,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,284,10,1,0.046297769901625,0.226409580527457,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,284,10,1,0.0504039998067731,0,NA,NA
"two-step",0.2,2500,1000,285,10,0.2,0.80411995424921,0.326072003959551,0.3,0.0212121212121212
"two-step+refitted",0.2,2500,1000,285,10,0.2,0.689650480481894,1.71423221542265,0.3,0.0212121212121212
"two-step oracle",0.2,2500,1000,285,10,0.2,0.32783990169337,0,NA,NA
"two-step",0.2,2500,1000,285,10,0.4,0.289692331230822,0.357834753887705,1,0.106060606060606
"two-step+refitted",0.2,2500,1000,285,10,0.4,0.141718238776045,1.14701510225969,1,0.106060606060606
"two-step oracle",0.2,2500,1000,285,10,0.4,0.13271550845232,0,NA,NA
"two-step",0.2,2500,1000,285,10,0.6,0.151680228170461,0.221209436369163,1,0.127272727272727
"two-step+refitted",0.2,2500,1000,285,10,0.6,0.0718979612277585,0.66809610348985,1,0.127272727272727
"two-step oracle",0.2,2500,1000,285,10,0.6,0.0729326986147494,0,NA,NA
"two-step",0.2,2500,1000,285,10,0.8,0.105948313349528,0.143353645392462,1,0.117171717171717
"two-step+refitted",0.2,2500,1000,285,10,0.8,0.0521680677889386,0.44289352476412,1,0.117171717171717
"two-step oracle",0.2,2500,1000,285,10,0.8,0.0498150191894188,0,NA,NA
"two-step",0.2,2500,1000,285,10,1,0.080717029818629,0.107220474949834,1,0.114141414141414
"two-step+refitted",0.2,2500,1000,285,10,1,0.0399763103237775,0.334260234995167,1,0.114141414141414
"two-step oracle",0.2,2500,1000,285,10,1,0.0377504556252736,0,NA,NA
"two-step",0.2,2500,1000,286,10,0.2,1,0,0.1,0
"two-step+refitted",0.2,2500,1000,286,10,0.2,0.908411212012635,0,0.1,0
"two-step oracle",0.2,2500,1000,286,10,0.2,0.530015492723321,0,NA,NA
"two-step",0.2,2500,1000,286,10,0.4,0.431543251538226,0.137049640140632,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,286,10,0.4,0.193552218592331,0.78862138997384,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,286,10,0.4,0.214559836191547,0,NA,NA
"two-step",0.2,2500,1000,286,10,0.6,0.234509556918805,0.0803033946464564,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,286,10,0.6,0.105020101992259,0.439126207221659,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,286,10,0.6,0.117909564980569,0,NA,NA
"two-step",0.2,2500,1000,286,10,0.8,0.16390227919738,0.0478980775813172,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,286,10,0.8,0.0733013945626535,0.288068679785967,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,286,10,0.8,0.0805354436855457,0,NA,NA
"two-step",0.2,2500,1000,286,10,1,0.125378038430583,0.0341632211630931,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,286,10,1,0.0556496475787771,0.213061591484282,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,286,10,1,0.061030784341414,0,NA,NA
"two-step",0.2,2500,1000,287,10,0.2,0.649654252572175,0.212216014888312,0.5,0.0151515151515152
"two-step+refitted",0.2,2500,1000,287,10,0.2,0.689962055945774,1.45014403177475,0.5,0.0151515151515152
"two-step oracle",0.2,2500,1000,287,10,0.2,0.590916907586444,0,NA,NA
"two-step",0.2,2500,1000,287,10,0.4,0.420939261159968,0.152471137319787,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,287,10,0.4,0.234775723013386,0.689309872548998,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,287,10,0.4,0.239213827963982,0,NA,NA
"two-step",0.2,2500,1000,287,10,0.6,0.229450734217673,0.0864307594141708,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,287,10,0.6,0.129635706238185,0.389465399891258,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,287,10,0.6,0.13145796013467,0,NA,NA
"two-step",0.2,2500,1000,287,10,0.8,0.160235500337309,0.0541750250817071,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,287,10,0.8,0.0874541868660139,0.256395877310702,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,287,10,0.8,0.0897893665131209,0,NA,NA
"two-step",0.2,2500,1000,287,10,1,0.122077048006997,0.0402251909716564,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,287,10,1,0.0671127956013983,0.184055999153624,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,287,10,1,0.0680435248511332,0,NA,NA
"two-step",0.2,2500,1000,288,10,0.2,1,1.83448952671295e-16,0,0.00101010101010101
"two-step+refitted",0.2,2500,1000,288,10,0.2,1,0.515429932527599,0,0.00101010101010101
"two-step oracle",0.2,2500,1000,288,10,0.2,0.334819451015947,0,NA,NA
"two-step",0.2,2500,1000,288,10,0.4,0.535552616075791,0.216920263755506,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,288,10,0.4,0.179452328028721,0.928279308732268,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,288,10,0.4,0.13554095597207,0,NA,NA
"two-step",0.2,2500,1000,288,10,0.6,0.29797237749078,0.113532875122084,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,288,10,0.6,0.0988144031315485,0.499675527973335,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,288,10,0.6,0.0744853996879918,0,NA,NA
"two-step",0.2,2500,1000,288,10,0.8,0.196279361984124,0.0891334298222096,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,288,10,0.8,0.0719460877033118,0.362525663147315,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,288,10,0.8,0.0508755563041585,0,NA,NA
"two-step",0.2,2500,1000,288,10,1,0.151063572893991,0.0637115207306492,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,288,10,1,0.0516639624450629,0.266357620838134,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,288,10,1,0.0385541441501488,0,NA,NA
"two-step",0.2,2500,1000,289,10,0.2,0.63807673299156,0.514083664497338,0.5,0.0474747474747475
"two-step+refitted",0.2,2500,1000,289,10,0.2,0.442495225752415,2.28413310699675,0.5,0.0474747474747475
"two-step oracle",0.2,2500,1000,289,10,0.2,0.533194936989282,0,NA,NA
"two-step",0.2,2500,1000,289,10,0.4,0.33678121022625,0.187923755288447,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,289,10,0.4,0.219353026702353,0.874388980079117,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,289,10,0.4,0.215846932607122,0,NA,NA
"two-step",0.2,2500,1000,289,10,0.6,0.179200865099583,0.114818446738418,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,289,10,0.6,0.118304066662826,0.489939309767656,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,289,10,0.6,0.118616878059952,0,NA,NA
"two-step",0.2,2500,1000,289,10,0.8,0.122848091012278,0.0775130666140278,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,289,10,0.8,0.080804737974984,0.334641702001133,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,289,10,0.8,0.0810185577796604,0,NA,NA
"two-step",0.2,2500,1000,289,10,1,0.0926045664858211,0.0597394472224778,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,289,10,1,0.0612349081024062,0.25359563164695,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,289,10,1,0.0613968943513798,0,NA,NA
"two-step",0.2,2500,1000,28,10,0.2,0.802287703124772,0.315970037669796,0.6,0.0222222222222222
"two-step+refitted",0.2,2500,1000,28,10,0.2,0.43462579611216,1.67428121881006,0.6,0.0222222222222222
"two-step oracle",0.2,2500,1000,28,10,0.2,0.490045963227724,0,NA,NA
"two-step",0.2,2500,1000,28,10,0.4,0.36406622748448,0.169719364337949,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,28,10,0.4,0.194179695102418,0.770490147524678,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,28,10,0.4,0.198379449355749,0,NA,NA
"two-step",0.2,2500,1000,28,10,0.6,0.194609724139499,0.102993249188376,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,28,10,0.6,0.106709488858367,0.423414639368095,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,28,10,0.6,0.10901776860856,0,NA,NA
"two-step",0.2,2500,1000,28,10,0.8,0.134512726309331,0.0674646806556188,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,28,10,0.8,0.0728854991250614,0.28920369042596,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,28,10,0.8,0.0744621046303218,0,NA,NA
"two-step",0.2,2500,1000,28,10,1,0.102086692184912,0.0508527010165984,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,28,10,1,0.055233224848542,0.219160650035481,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,28,10,1,0.0564283306992799,0,NA,NA
"two-step",0.2,2500,1000,290,10,0.2,0.926305529346128,0.0639664790888352,0.3,0.00101010101010101
"two-step+refitted",0.2,2500,1000,290,10,0.2,0.883620950449424,0.48809414099275,0.3,0.00101010101010101
"two-step oracle",0.2,2500,1000,290,10,0.2,0.546129973929445,0,NA,NA
"two-step",0.2,2500,1000,290,10,0.4,0.519672169190411,0.0634030646148885,0.9,0.0141414141414141
"two-step+refitted",0.2,2500,1000,290,10,0.4,0.315495479100839,0.52867572210103,0.9,0.0141414141414141
"two-step oracle",0.2,2500,1000,290,10,0.4,0.221083268988074,0,NA,NA
"two-step",0.2,2500,1000,290,10,0.6,0.276382334178171,0.0444801584544627,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,290,10,0.6,0.107784883686048,0.309908235574791,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,290,10,0.6,0.121494462959942,0,NA,NA
"two-step",0.2,2500,1000,290,10,0.8,0.192166971143856,0.0269396031475076,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,290,10,0.8,0.0736200477477274,0.211676097836018,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,290,10,0.8,0.0829840266260716,0,NA,NA
"two-step",0.2,2500,1000,290,10,1,0.146063087905953,0.0199998369893129,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,290,10,1,0.0557902413629244,0.160410732945472,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,290,10,1,0.0628863516611829,0,NA,NA
"two-step",0.2,2500,1000,291,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,291,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,291,10,0.2,0.292168905238315,0,NA,NA
"two-step",0.2,2500,1000,291,10,0.4,0.41166545186332,0.214520341331885,1,0.0535353535353535
"two-step+refitted",0.2,2500,1000,291,10,0.4,0.163050787036255,0.874048251061739,1,0.0535353535353535
"two-step oracle",0.2,2500,1000,291,10,0.4,0.118275245363291,0,NA,NA
"two-step",0.2,2500,1000,291,10,0.6,0.217727330504661,0.13272630569396,1,0.0646464646464646
"two-step+refitted",0.2,2500,1000,291,10,0.6,0.0941872010597984,0.513935872555813,1,0.0646464646464646
"two-step oracle",0.2,2500,1000,291,10,0.6,0.0649971727061986,0,NA,NA
"two-step",0.2,2500,1000,291,10,0.8,0.153341831808674,0.082479830681188,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,291,10,0.8,0.0631068771809458,0.336069877952839,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,291,10,0.8,0.0443948389010054,0,NA,NA
"two-step",0.2,2500,1000,291,10,1,0.110321658571168,0.0732260892182046,1,0.0727272727272727
"two-step+refitted",0.2,2500,1000,291,10,1,0.0483462032328363,0.275175127126945,1,0.0727272727272727
"two-step oracle",0.2,2500,1000,291,10,1,0.033642974010529,0,NA,NA
"two-step",0.2,2500,1000,292,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,292,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,292,10,0.2,0.404827736477845,0,NA,NA
"two-step",0.2,2500,1000,292,10,0.4,0.530343248307912,0.236033240572937,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,292,10,0.4,0.208278249275941,0.955979755039751,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,292,10,0.4,0.163881573306807,0,NA,NA
"two-step",0.2,2500,1000,292,10,0.6,0.290534106191366,0.131315249496441,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,292,10,0.6,0.115737411642604,0.529050483857556,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,292,10,0.6,0.0900597491120659,0,NA,NA
"two-step",0.2,2500,1000,292,10,0.8,0.194683144004894,0.0963975212801674,1,0.0565656565656566
"two-step+refitted",0.2,2500,1000,292,10,0.8,0.0751901854628247,0.377993013931528,1,0.0565656565656566
"two-step oracle",0.2,2500,1000,292,10,0.8,0.0615132610670285,0,NA,NA
"two-step",0.2,2500,1000,292,10,1,0.149773838463885,0.0690441275308866,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,292,10,1,0.0584735846336815,0.2825324066546,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,292,10,1,0.0466155322242613,0,NA,NA
"two-step",0.2,2500,1000,293,10,0.2,0.789877824435825,0.464300108346408,0.4,0.0272727272727273
"two-step+refitted",0.2,2500,1000,293,10,0.2,0.747819866387889,1.91491359203549,0.4,0.0272727272727273
"two-step oracle",0.2,2500,1000,293,10,0.2,0.476001256834311,0,NA,NA
"two-step",0.2,2500,1000,293,10,0.4,0.412692801868292,0.258066403601386,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,293,10,0.4,0.202376661179537,0.867612336299676,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,293,10,0.4,0.19269389875487,0,NA,NA
"two-step",0.2,2500,1000,293,10,0.6,0.227040647361941,0.14139499290281,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,293,10,0.6,0.111214426418988,0.476788636806284,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,293,10,0.6,0.105893321787926,0,NA,NA
"two-step",0.2,2500,1000,293,10,0.8,0.159168332136998,0.0898121479639497,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,293,10,0.8,0.0756129463145994,0.317914454138129,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,293,10,0.8,0.0723280223697925,0,NA,NA
"two-step",0.2,2500,1000,293,10,1,0.121518207101646,0.0666303303412093,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,293,10,1,0.0572151205497919,0.238715764449267,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,293,10,1,0.0548110959980237,0,NA,NA
"two-step",0.2,2500,1000,294,10,0.2,0.770852165013698,0.215674900791263,0.3,0.00909090909090909
"two-step+refitted",0.2,2500,1000,294,10,0.2,0.702300429034687,1.140274476883,0.3,0.00909090909090909
"two-step oracle",0.2,2500,1000,294,10,0.2,0.396202224766596,0,NA,NA
"two-step",0.2,2500,1000,294,10,0.4,0.327210705784342,0.214111949046724,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,294,10,0.4,0.176130426458506,0.961334233867423,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,294,10,0.4,0.160389810508847,0,NA,NA
"two-step",0.2,2500,1000,294,10,0.6,0.193463944349027,0.0912121602827897,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,294,10,0.6,0.0896328696617294,0.453702062165797,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,294,10,0.6,0.088140880045839,0,NA,NA
"two-step",0.2,2500,1000,294,10,0.8,0.124650344919084,0.0762253609323023,1,0.0646464646464646
"two-step+refitted",0.2,2500,1000,294,10,0.8,0.0637504047044072,0.356291620467299,1,0.0646464646464646
"two-step oracle",0.2,2500,1000,294,10,0.8,0.0602026212419325,0,NA,NA
