"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.2,2500,1000,378,10,1,0.0498330356750127,0,NA,NA
"two-step",0.2,2500,1000,379,10,0.2,0.730853749216977,0.118653512203053,0.3,0.00202020202020202
"two-step+refitted",0.2,2500,1000,379,10,0.2,0.751403407540119,0.56947737974456,0.3,0.00202020202020202
"two-step oracle",0.2,2500,1000,379,10,0.2,0.983500014847737,0,NA,NA
"two-step",0.2,2500,1000,379,10,0.4,0.421911344438728,0.0674056073600818,1,0.00202020202020202
"two-step+refitted",0.2,2500,1000,379,10,0.4,0.367925009766755,0.230273239199346,1,0.00202020202020202
"two-step oracle",0.2,2500,1000,379,10,0.4,0.39813855439556,0,NA,NA
"two-step",0.2,2500,1000,379,10,0.6,0.234111703374061,0.0320166104495891,1,0.00202020202020202
"two-step+refitted",0.2,2500,1000,379,10,0.6,0.202179659880442,0.12654699285883,1,0.00202020202020202
"two-step oracle",0.2,2500,1000,379,10,0.6,0.218793715469024,0,NA,NA
"two-step",0.2,2500,1000,379,10,0.8,0.160594803767843,0.0204761281250945,1,0.00202020202020202
"two-step+refitted",0.2,2500,1000,379,10,0.8,0.138095881514808,0.0864351828824708,1,0.00202020202020202
"two-step oracle",0.2,2500,1000,379,10,0.8,0.149442065652693,0,NA,NA
"two-step",0.2,2500,1000,379,10,1,0.1217556157901,0.015397339675516,1,0.00202020202020202
"two-step+refitted",0.2,2500,1000,379,10,1,0.104654892100319,0.06550143467386,1,0.00202020202020202
"two-step oracle",0.2,2500,1000,379,10,1,0.113249099564125,0,NA,NA
"two-step",0.2,2500,1000,37,10,0.2,0.581937785948589,0.0449922377120035,0.5,0.00303030303030303
"two-step+refitted",0.2,2500,1000,37,10,0.2,0.441218668691326,0.669845907132244,0.5,0.00303030303030303
"two-step oracle",0.2,2500,1000,37,10,0.2,0.790212303539639,0,NA,NA
"two-step",0.2,2500,1000,37,10,0.4,0.348106705479023,0.0285837978017018,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,37,10,0.4,0.305300286993742,0.309759152244381,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,37,10,0.4,0.319892200759716,0,NA,NA
"two-step",0.2,2500,1000,37,10,0.6,0.188853864684862,0.0245512117802479,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,37,10,0.6,0.168286682686423,0.212297103315813,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,37,10,0.6,0.175794085704757,0,NA,NA
"two-step",0.2,2500,1000,37,10,0.8,0.128833551510767,0.017320121415434,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,37,10,0.8,0.114947015528641,0.145004869517858,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,37,10,0.8,0.120072147597699,0,NA,NA
"two-step",0.2,2500,1000,37,10,1,0.099266105039139,0.00741295433721571,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,37,10,1,0.086842312993298,0.088105581920851,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,37,10,1,0.0909922018193491,0,NA,NA
"two-step",0.2,2500,1000,380,10,0.2,0.805665057164887,0.0706650343632223,0.4,0.00303030303030303
"two-step+refitted",0.2,2500,1000,380,10,0.2,0.605951528421507,0.807536809022678,0.4,0.00303030303030303
"two-step oracle",0.2,2500,1000,380,10,0.2,0.872875452159285,0,NA,NA
"two-step",0.2,2500,1000,380,10,0.4,0.410216846888059,0.0550241292551858,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,380,10,0.4,0.314591014673615,0.44432634268998,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,380,10,0.4,0.35335573507223,0,NA,NA
"two-step",0.2,2500,1000,380,10,0.6,0.226628621219669,0.0269504769735241,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,380,10,0.6,0.172890851319275,0.244227200768787,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,380,10,0.6,0.194183691343617,0,NA,NA
"two-step",0.2,2500,1000,380,10,0.8,0.151878676009975,0.0273466030654654,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,380,10,0.8,0.123020286292964,0.186943098783377,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,380,10,0.8,0.132632749017707,0,NA,NA
"two-step",0.2,2500,1000,380,10,1,0.115226876576543,0.0202731883685179,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,380,10,1,0.0932271548693324,0.141668326383114,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,380,10,1,0.10051078545634,0,NA,NA
"two-step",0.2,2500,1000,381,10,0.2,0.626050706954359,0.0767374981583535,0.5,0.00404040404040404
"two-step+refitted",0.2,2500,1000,381,10,0.2,0.398278557429706,0.759281745061392,0.5,0.00404040404040404
"two-step oracle",0.2,2500,1000,381,10,0.2,0.606892092869601,0,NA,NA
"two-step",0.2,2500,1000,381,10,0.4,0.284423842703084,0.0294845617637479,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,381,10,0.4,0.248482921868476,0.378620105003885,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,381,10,0.4,0.245680871257139,0,NA,NA
"two-step",0.2,2500,1000,381,10,0.6,0.15472107924018,0.0216374761695828,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,381,10,0.6,0.138995066391162,0.224732535809993,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,381,10,0.6,0.135011869733702,0,NA,NA
"two-step",0.2,2500,1000,381,10,0.8,0.106289668576952,0.0124665817123334,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,381,10,0.8,0.0932539833675857,0.142114532421645,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,381,10,0.8,0.092216783546021,0,NA,NA
"two-step",0.2,2500,1000,381,10,1,0.0796919221789171,0.00925534396230694,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,381,10,1,0.0692946227972714,0.106980529718868,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,381,10,1,0.0698830523766799,0,NA,NA
"two-step",0.2,2500,1000,382,10,0.2,0.773026323580372,0.0947089768905364,0.3,0.00404040404040404
"two-step+refitted",0.2,2500,1000,382,10,0.2,0.847119556396343,0.993758404130673,0.3,0.00404040404040404
"two-step oracle",0.2,2500,1000,382,10,0.2,0.60717652348526,0,NA,NA
"two-step",0.2,2500,1000,382,10,0.4,0.340812346114945,0.0591487749181396,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,382,10,0.4,0.262982473014594,0.541995083597431,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,382,10,0.4,0.24579601390323,0,NA,NA
"two-step",0.2,2500,1000,382,10,0.6,0.183935699426979,0.0400694963375648,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,382,10,0.6,0.139138620727761,0.33753323670209,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,382,10,0.6,0.135075145412652,0,NA,NA
"two-step",0.2,2500,1000,382,10,0.8,0.12732284447298,0.0217583568866414,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,382,10,0.8,0.0962014584320847,0.193133205141957,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,382,10,0.8,0.0922600025578111,0,NA,NA
"two-step",0.2,2500,1000,382,10,1,0.0971864003576627,0.0163877602677731,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,382,10,1,0.0734124335397161,0.147275734189896,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,382,10,1,0.0699158042939393,0,NA,NA
"two-step",0.2,2500,1000,383,10,0.2,0.63542407500426,0.295110184675871,0.5,0.0202020202020202
"two-step+refitted",0.2,2500,1000,383,10,0.2,0.49637047781667,1.45699813371996,0.5,0.0202020202020202
"two-step oracle",0.2,2500,1000,383,10,0.2,0.699565282929615,0,NA,NA
"two-step",0.2,2500,1000,383,10,0.4,0.285513919542062,0.120769839684518,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,383,10,0.4,0.222373314196486,0.595759176001465,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,383,10,0.4,0.283196650987377,0,NA,NA
"two-step",0.2,2500,1000,383,10,0.6,0.154941403613356,0.0749326212904433,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,383,10,0.6,0.124298960703509,0.338062730306252,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,383,10,0.6,0.155628352978723,0,NA,NA
"two-step",0.2,2500,1000,383,10,0.8,0.107009231327164,0.0458775941192403,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,383,10,0.8,0.0847551838140601,0.229401058058233,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,383,10,0.8,0.10629840301131,0,NA,NA
"two-step",0.2,2500,1000,383,10,1,0.0812990394428755,0.0337304306705945,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,383,10,1,0.0632446532284746,0.169452131282436,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,383,10,1,0.0805542828490624,0,NA,NA
"two-step",0.2,2500,1000,384,10,0.2,0.748548198408194,0.262281726368511,0.5,0.0171717171717172
"two-step+refitted",0.2,2500,1000,384,10,0.2,0.92598958437592,1.64287782074553,0.5,0.0171717171717172
"two-step oracle",0.2,2500,1000,384,10,0.2,0.747517369072219,0,NA,NA
"two-step",0.2,2500,1000,384,10,0.4,0.345073233611988,0.205476582193086,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,384,10,0.4,0.312216309772108,0.867480729604529,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,384,10,0.4,0.302608520808261,0,NA,NA
"two-step",0.2,2500,1000,384,10,0.6,0.189878551189373,0.106659013196104,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,384,10,0.6,0.179411655676546,0.469637717258643,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,384,10,0.6,0.166295983820863,0,NA,NA
"two-step",0.2,2500,1000,384,10,0.8,0.130379231308899,0.0658926307488469,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,384,10,0.8,0.118788332594598,0.311879416938233,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,384,10,0.8,0.113584685367509,0,NA,NA
"two-step",0.2,2500,1000,384,10,1,0.0987640880052633,0.048739684005692,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,384,10,1,0.0899962556612492,0.236483812475077,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,384,10,1,0.0860759203639428,0,NA,NA
"two-step",0.2,2500,1000,385,10,0.2,0.60210706698811,0.146764390087192,0.5,0.0111111111111111
"two-step+refitted",0.2,2500,1000,385,10,0.2,0.387423993224527,1.27983301139721,0.5,0.0111111111111111
"two-step oracle",0.2,2500,1000,385,10,0.2,0.52598806714949,0,NA,NA
"two-step",0.2,2500,1000,385,10,0.4,0.272989298655957,0.0448012671157679,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,385,10,0.4,0.214721207115929,0.516341898520836,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,385,10,0.4,0.212929461639748,0,NA,NA
"two-step",0.2,2500,1000,385,10,0.6,0.145938318373761,0.0384688266151477,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,385,10,0.6,0.119339775505921,0.292977640855402,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,385,10,0.6,0.117013606270071,0,NA,NA
"two-step",0.2,2500,1000,385,10,0.8,0.103716155077598,0.0131053085763871,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,385,10,0.8,0.082682103303885,0.185830878169698,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,385,10,0.8,0.0799234794883623,0,NA,NA
"two-step",0.2,2500,1000,385,10,1,0.0782511561961897,0.0109605857531287,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,385,10,1,0.0626456683528979,0.140800054518244,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,385,10,1,0.060567030083242,0,NA,NA
"two-step",0.2,2500,1000,386,10,0.2,0.750096596594638,0.194051845711583,0.4,0.00909090909090909
"two-step+refitted",0.2,2500,1000,386,10,0.2,0.786622290948112,1.34300618102783,0.4,0.00909090909090909
"two-step oracle",0.2,2500,1000,386,10,0.2,0.799654834572905,0,NA,NA
"two-step",0.2,2500,1000,386,10,0.4,0.395242962188183,0.0850840926544198,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,386,10,0.4,0.306589237670064,0.407976484211875,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,386,10,0.4,0.323714707723283,0,NA,NA
"two-step",0.2,2500,1000,386,10,0.6,0.214459982021711,0.0546800832744053,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,386,10,0.6,0.179681203381487,0.323142571588325,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,386,10,0.6,0.177894712463281,0,NA,NA
"two-step",0.2,2500,1000,386,10,0.8,0.148238768973533,0.032303724443874,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,386,10,0.8,0.115046376239888,0.153118168118998,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,386,10,0.8,0.121506932876092,0,NA,NA
"two-step",0.2,2500,1000,386,10,1,0.112798513147932,0.0232016763644128,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,386,10,1,0.0871127816258254,0.115912442440298,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,386,10,1,0.0920795003663539,0,NA,NA
"two-step",0.2,2500,1000,387,10,0.2,0.669020853253226,0.0360155028696609,0.5,0.00101010101010101
"two-step+refitted",0.2,2500,1000,387,10,0.2,0.641356633271735,0.438843029789192,0.5,0.00101010101010101
"two-step oracle",0.2,2500,1000,387,10,0.2,0.727410984568926,0,NA,NA
"two-step",0.2,2500,1000,387,10,0.4,0.291954095823378,0.0627836775896383,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,387,10,0.4,0.307862448755515,0.501548614263166,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,387,10,0.4,0.29446909351858,0,NA,NA
"two-step",0.2,2500,1000,387,10,0.6,0.160517255462559,0.0341553672069159,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,387,10,0.6,0.169192106430108,0.275603373710588,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,387,10,0.6,0.161823029572047,0,NA,NA
"two-step",0.2,2500,1000,387,10,0.8,0.109776589376149,0.0216313843541304,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,387,10,0.8,0.114210304324359,0.174369302340173,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,387,10,0.8,0.110529535812231,0,NA,NA
"two-step",0.2,2500,1000,387,10,1,0.0831827997636188,0.0165265782532085,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,387,10,1,0.086553780186028,0.132130492467493,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,387,10,1,0.0837606891426817,0,NA,NA
"two-step",0.2,2500,1000,388,10,0.2,0.713188714414141,0.30755251853266,0.4,0.00808080808080808
"two-step+refitted",0.2,2500,1000,388,10,0.2,0.625591937847695,1.19384007428048,0.4,0.00808080808080808
"two-step oracle",0.2,2500,1000,388,10,0.2,0.635684511914512,0,NA,NA
"two-step",0.2,2500,1000,388,10,0.4,0.304632998100202,0.176341513309976,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,388,10,0.4,0.282521380078464,0.755911231622652,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,388,10,0.4,0.257336562078721,0,NA,NA
"two-step",0.2,2500,1000,388,10,0.6,0.167922754160872,0.0931403898796439,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,388,10,0.6,0.153511557549252,0.399518666714908,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,388,10,0.6,0.141417157222327,0,NA,NA
"two-step",0.2,2500,1000,388,10,0.8,0.113749666959076,0.072370816460408,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,388,10,0.8,0.110475085256348,0.305776868173501,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,388,10,0.8,0.0965917693236008,0,NA,NA
"two-step",0.2,2500,1000,388,10,1,0.0863630144647877,0.0537690036242667,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,388,10,1,0.083723933491521,0.231720672114818,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,388,10,1,0.073198472287082,0,NA,NA
"two-step",0.2,2500,1000,389,10,0.2,0.826512083769981,0.308580225478384,0.4,0.0131313131313131
"two-step+refitted",0.2,2500,1000,389,10,0.2,0.878550500992182,1.48902779204687,0.4,0.0131313131313131
"two-step oracle",0.2,2500,1000,389,10,0.2,0.478071812278958,0,NA,NA
"two-step",0.2,2500,1000,389,10,0.4,0.390039476693101,0.135271042340607,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,389,10,0.4,0.286489482852353,0.637095598116315,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,389,10,0.4,0.193532096964414,0,NA,NA
"two-step",0.2,2500,1000,389,10,0.6,0.215113826787316,0.0716826742965563,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,389,10,0.6,0.156946246123255,0.34102727882719,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,389,10,0.6,0.106353946609458,0,NA,NA
"two-step",0.2,2500,1000,389,10,0.8,0.144478451182764,0.0564087545888445,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,389,10,0.8,0.109280995946008,0.243723125328641,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,389,10,0.8,0.0726426416662106,0,NA,NA
"two-step",0.2,2500,1000,389,10,1,0.110218900629051,0.0402170731562415,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,389,10,1,0.0814297531112116,0.181208269785872,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,389,10,1,0.055049518505567,0,NA,NA
"two-step",0.2,2500,1000,38,10,0.2,0.779426906160792,0.129768430892936,0.4,0.00101010101010101
"two-step+refitted",0.2,2500,1000,38,10,0.2,0.839394824776291,0.596445328188565,0.4,0.00101010101010101
"two-step oracle",0.2,2500,1000,38,10,0.2,0.785935450033299,0,NA,NA
"two-step",0.2,2500,1000,38,10,0.4,0.405409226132257,0.0720357744255746,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,38,10,0.4,0.323218499238939,0.451014829671088,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,38,10,0.4,0.318160853279626,0,NA,NA
"two-step",0.2,2500,1000,38,10,0.6,0.220974623820469,0.0440212254688417,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,38,10,0.6,0.176295795101314,0.274619559657252,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,38,10,0.6,0.174842638165309,0,NA,NA
"two-step",0.2,2500,1000,38,10,0.8,0.153364679139224,0.0246210740004818,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,38,10,0.8,0.120404547510203,0.137522993104185,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,38,10,0.8,0.119422283019322,0,NA,NA
"two-step",0.2,2500,1000,38,10,1,0.116989704076092,0.0173974323272109,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,38,10,1,0.0905973228999702,0.0947800500456612,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,38,10,1,0.0904997261698798,0,NA,NA
"two-step",0.2,2500,1000,390,10,0.2,0.71550088225535,0.0382845021769761,0.4,0.00101010101010101
"two-step+refitted",0.2,2500,1000,390,10,0.2,0.573834032711937,0.410425474476753,0.4,0.00101010101010101
"two-step oracle",0.2,2500,1000,390,10,0.2,0.651863863207894,0,NA,NA
"two-step",0.2,2500,1000,390,10,0.4,0.33004561752605,0.0495495302078031,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,390,10,0.4,0.26085677943275,0.351320654510379,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,390,10,0.4,0.26388625545723,0,NA,NA
"two-step",0.2,2500,1000,390,10,0.6,0.183583752668755,0.0223252498596344,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,390,10,0.6,0.142218356875132,0.180037683562755,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,390,10,0.6,0.145016486485083,0,NA,NA
"two-step",0.2,2500,1000,390,10,0.8,0.125991139248965,0.0139400721983041,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,390,10,0.8,0.0971390284891344,0.122967295542248,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,390,10,0.8,0.0990502092236545,0,NA,NA
"two-step",0.2,2500,1000,390,10,1,0.0958148338108469,0.00990809107279558,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,390,10,1,0.0736119318280584,0.0931837721682221,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,390,10,1,0.0750615093362398,0,NA,NA
"two-step",0.2,2500,1000,391,10,0.2,0.594968899619712,0.291257198914021,0.5,0.0161616161616162
"two-step+refitted",0.2,2500,1000,391,10,0.2,0.448088732553766,1.43219596976183,0.5,0.0161616161616162
"two-step oracle",0.2,2500,1000,391,10,0.2,0.725036537258399,0,NA,NA
"two-step",0.2,2500,1000,391,10,0.4,0.257200925550144,0.131935771662852,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,391,10,0.4,0.239254677696411,0.58057514754445,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,391,10,0.4,0.293507874397654,0,NA,NA
"two-step",0.2,2500,1000,391,10,0.6,0.141389190728032,0.0722876261846941,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,391,10,0.6,0.131482311331951,0.319047228850144,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,391,10,0.6,0.1612947996367,0,NA,NA
"two-step",0.2,2500,1000,391,10,0.8,0.0970926985866742,0.0473976609487854,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,391,10,0.8,0.088779080499242,0.20697233585672,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,391,10,0.8,0.110168740382123,0,NA,NA
"two-step",0.2,2500,1000,391,10,1,0.073563453705295,0.0357994092515225,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,391,10,1,0.0672768982743099,0.156844294416753,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,391,10,1,0.0834872737732612,0,NA,NA
"two-step",0.2,2500,1000,392,10,0.2,0.634825943951638,0.412045053235291,0.7,0.0282828282828283
"two-step+refitted",0.2,2500,1000,392,10,0.2,0.66965696233765,1.90735380901836,0.7,0.0282828282828283
"two-step oracle",0.2,2500,1000,392,10,0.2,0.654112078544346,0,NA,NA
"two-step",0.2,2500,1000,392,10,0.4,0.310542610236589,0.135743263518753,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,392,10,0.4,0.265666737774016,0.7173610693217,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,392,10,0.4,0.264796373597045,0,NA,NA
"two-step",0.2,2500,1000,392,10,0.6,0.170992055294182,0.0719063855066677,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,392,10,0.6,0.145994964274983,0.39422274162697,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,392,10,0.6,0.14551663430329,0,NA,NA
"two-step",0.2,2500,1000,392,10,0.8,0.115829221617169,0.0557214389281378,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,392,10,0.8,0.0983422276211615,0.274609020566725,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,392,10,0.8,0.0993918238030507,0,NA,NA
"two-step",0.2,2500,1000,392,10,1,0.0885307377888383,0.0407893261938241,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,392,10,1,0.0754139547563001,0.209003634938453,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,392,10,1,0.0753203892128413,0,NA,NA
"two-step",0.2,2500,1000,393,10,0.2,0.759955454031968,0.312096595193547,0.4,0.00808080808080808
"two-step+refitted",0.2,2500,1000,393,10,0.2,0.611856001663866,1.17796245193822,0.4,0.00808080808080808
"two-step oracle",0.2,2500,1000,393,10,0.2,0.598798823508822,0,NA,NA
"two-step",0.2,2500,1000,393,10,0.4,0.296506778173767,0.139344915080614,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,393,10,0.4,0.220876813239248,0.548560859374687,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,393,10,0.4,0.242404569767569,0,NA,NA
"two-step",0.2,2500,1000,393,10,0.6,0.165680515303644,0.0698388146960841,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,393,10,0.6,0.123115827327229,0.290920951130905,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,393,10,0.6,0.133211405628963,0,NA,NA
"two-step",0.2,2500,1000,393,10,0.8,0.11060258076151,0.0541599767122226,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,393,10,0.8,0.0829203902749146,0.21487817639974,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,393,10,0.8,0.0909870175339196,0,NA,NA
"two-step",0.2,2500,1000,393,10,1,0.08413361139433,0.0402797817772129,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,393,10,1,0.0628971529139794,0.162901694248187,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,393,10,1,0.0689511200393136,0,NA,NA
"two-step",0.2,2500,1000,394,10,0.2,0.627567056168639,0.106451403612804,0.5,0.00303030303030303
"two-step+refitted",0.2,2500,1000,394,10,0.2,0.456593163536257,0.851573341951318,0.5,0.00303030303030303
"two-step oracle",0.2,2500,1000,394,10,0.2,0.557692480092788,0,NA,NA
"two-step",0.2,2500,1000,394,10,0.4,0.23378252550298,0.0770789975914145,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,394,10,0.4,0.218260349914977,0.457753939176409,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,394,10,0.4,0.225763980141671,0,NA,NA
"two-step",0.2,2500,1000,394,10,0.6,0.126850916010533,0.0494331882989224,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,394,10,0.6,0.127465288556358,0.281518508710794,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,394,10,0.6,0.124066708659405,0,NA,NA
"two-step",0.2,2500,1000,394,10,0.8,0.0873061821111206,0.0306605428688591,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,394,10,0.8,0.0819392808091816,0.171802843340351,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,394,10,0.8,0.0847409404838142,0,NA,NA
"two-step",0.2,2500,1000,394,10,1,0.0663784720938258,0.0224881590297985,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,394,10,1,0.0620895311567652,0.130195213806549,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,394,10,1,0.0642177633459133,0,NA,NA
"two-step",0.2,2500,1000,395,10,0.2,0.70451381749212,0.128619124223719,0.5,0.00101010101010101
"two-step+refitted",0.2,2500,1000,395,10,0.2,0.721998258222176,0.6102649288951,0.5,0.00101010101010101
"two-step oracle",0.2,2500,1000,395,10,0.2,1.10498161194256,0,NA,NA
"two-step",0.2,2500,1000,395,10,0.4,0.43835417265557,0.0699308200455072,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,395,10,0.4,0.394796333975704,0.421627133911193,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,395,10,0.4,0.447316497174218,0,NA,NA
"two-step",0.2,2500,1000,395,10,0.6,0.23987868615038,0.041345716797926,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,395,10,0.6,0.215957368559484,0.241998885651611,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,395,10,0.6,0.24581904296086,0,NA,NA
"two-step",0.2,2500,1000,395,10,0.8,0.16450204799374,0.0254587516789121,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,395,10,0.8,0.148599529074701,0.143916666572492,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,395,10,0.8,0.167901100258254,0,NA,NA
"two-step",0.2,2500,1000,395,10,1,0.125072892978807,0.0185823406081892,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,395,10,1,0.110575448941766,0.0982897222419699,1,0.00303030303030303
