"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step",0.05,6000,1000,361,10,0.131741951721021,0.0490644712366797,1,0.0262626262626263
"two-step+refitted",0.05,6000,1000,361,10,0.0658845496439436,0.221506189413275,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,361,10,0.074683994443657,0,NA,NA
"two-step",0.05,6000,1000,362,10,0.147670521027981,0.0457991964339042,1,0.0303030303030303
"two-step+refitted",0.05,6000,1000,362,10,0.0594272653765206,0.245924890278944,1,0.0303030303030303
"two-step oracle",0.05,6000,1000,362,10,0.0577462887293753,0,NA,NA
"two-step",0.05,6000,1000,363,10,0.144085107498957,0.0809675628875706,1,0.0747474747474747
"two-step+refitted",0.05,6000,1000,363,10,0.0786932217575253,0.36437265829653,1,0.0747474747474747
"two-step oracle",0.05,6000,1000,363,10,0.0698427339818911,0,NA,NA
"two-step",0.05,6000,1000,364,10,0.104575030495279,0.063318630269345,1,0.0424242424242424
"two-step+refitted",0.05,6000,1000,364,10,0.0561438366494037,0.263177844821691,1,0.0424242424242424
"two-step oracle",0.05,6000,1000,364,10,0.0558104114716782,0,NA,NA
"two-step",0.05,6000,1000,365,10,0.139786304326318,0.0617097689448577,1,0.0464646464646465
"two-step+refitted",0.05,6000,1000,365,10,0.069985333551215,0.281718497510175,1,0.0464646464646465
"two-step oracle",0.05,6000,1000,365,10,0.0615746805728524,0,NA,NA
"two-step",0.05,6000,1000,366,10,0.179127798964624,0.0766614833475367,1,0.0393939393939394
"two-step+refitted",0.05,6000,1000,366,10,0.0887721119390356,0.294548579267922,1,0.0393939393939394
"two-step oracle",0.05,6000,1000,366,10,0.0756856483639266,0,NA,NA
"two-step",0.05,6000,1000,367,10,0.150770792380629,0.0484915509077729,1,0.0262626262626263
"two-step+refitted",0.05,6000,1000,367,10,0.0795521809736228,0.250350157101269,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,367,10,0.0609214014599518,0,NA,NA
"two-step",0.05,6000,1000,368,10,0.103890018827425,0.0955733791616507,1,0.0898989898989899
"two-step+refitted",0.05,6000,1000,368,10,0.0577524157290287,0.364602093605343,1,0.0898989898989899
"two-step oracle",0.05,6000,1000,368,10,0.0670053338149957,0,NA,NA
"two-step",0.05,6000,1000,369,10,0.171126935899152,0.0347713122395928,1,0.0262626262626263
"two-step+refitted",0.05,6000,1000,369,10,0.0714152804618588,0.221872573289859,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,369,10,0.0532674809512601,0,NA,NA
"two-step",0.05,6000,1000,36,10,0.123871628099209,0.0438680732446683,1,0.0242424242424242
"two-step+refitted",0.05,6000,1000,36,10,0.0665276883987297,0.212623721943044,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,36,10,0.0733329527432117,0,NA,NA
"two-step",0.05,6000,1000,370,10,0.121247809087189,0.0470516759480756,1,0.0353535353535354
"two-step+refitted",0.05,6000,1000,370,10,0.0706434156028599,0.27073291437483,1,0.0353535353535354
"two-step oracle",0.05,6000,1000,370,10,0.0625386866607196,0,NA,NA
"two-step",0.05,6000,1000,371,10,0.0967256359466509,0.044514801889123,1,0.0272727272727273
"two-step+refitted",0.05,6000,1000,371,10,0.0618065667613205,0.219248194982638,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,371,10,0.0521237331669308,0,NA,NA
"two-step",0.05,6000,1000,372,10,0.14341104107834,0.0454025717036151,1,0.0343434343434343
"two-step+refitted",0.05,6000,1000,372,10,0.0848787270446985,0.284916952434066,1,0.0343434343434343
"two-step oracle",0.05,6000,1000,372,10,0.0785743869018618,0,NA,NA
"two-step",0.05,6000,1000,373,10,0.13213447116851,0.0368757194884142,1,0.0202020202020202
"two-step+refitted",0.05,6000,1000,373,10,0.0735999305040865,0.195690258638727,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,373,10,0.0800256473612599,0,NA,NA
"two-step",0.05,6000,1000,374,10,0.163379516357461,0.0494385664435226,1,0.0262626262626263
"two-step+refitted",0.05,6000,1000,374,10,0.0730611220538996,0.244597196748157,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,374,10,0.0597328542084863,0,NA,NA
"two-step",0.05,6000,1000,375,10,0.136169606188623,0.0376055524121996,1,0.0202020202020202
"two-step+refitted",0.05,6000,1000,375,10,0.062280623991434,0.210412396970651,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,375,10,0.0818044814175983,0,NA,NA
"two-step",0.05,6000,1000,376,10,0.162758526189285,0.0639393337692796,1,0.0373737373737374
"two-step+refitted",0.05,6000,1000,376,10,0.0876143260097051,0.272230071428394,1,0.0373737373737374
"two-step oracle",0.05,6000,1000,376,10,0.0885022847336984,0,NA,NA
"two-step",0.05,6000,1000,377,10,0.121108585548072,0.0518779187592372,1,0.0373737373737374
"two-step+refitted",0.05,6000,1000,377,10,0.0508557106670791,0.240607732869041,1,0.0373737373737374
"two-step oracle",0.05,6000,1000,377,10,0.0661333406988136,0,NA,NA
"two-step",0.05,6000,1000,378,10,0.147635777779792,0.0439019263983797,1,0.0282828282828283
"two-step+refitted",0.05,6000,1000,378,10,0.0662926538936916,0.230623130420443,1,0.0282828282828283
"two-step oracle",0.05,6000,1000,378,10,0.0659805766399802,0,NA,NA
"two-step",0.05,6000,1000,379,10,0.11951032723284,0.0665743572373744,1,0.0464646464646465
"two-step+refitted",0.05,6000,1000,379,10,0.0444278479761487,0.274616002173328,1,0.0464646464646465
"two-step oracle",0.05,6000,1000,379,10,0.0514951501195738,0,NA,NA
"two-step",0.05,6000,1000,37,10,0.148425689163284,0.0733356227139698,1,0.0404040404040404
"two-step+refitted",0.05,6000,1000,37,10,0.0878508777153013,0.304080098327908,1,0.0404040404040404
"two-step oracle",0.05,6000,1000,37,10,0.0940438876506842,0,NA,NA
"two-step",0.05,6000,1000,380,10,0.177081864198563,0.0382303456830106,1,0.0202020202020202
"two-step+refitted",0.05,6000,1000,380,10,0.10155144553139,0.204872968842587,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,380,10,0.105929719692129,0,NA,NA
"two-step",0.05,6000,1000,381,10,0.101936127849385,0.052028474669615,1,0.0353535353535354
"two-step+refitted",0.05,6000,1000,381,10,0.0451747788260182,0.256026383907413,1,0.0353535353535354
"two-step oracle",0.05,6000,1000,381,10,0.0396462950089621,0,NA,NA
"two-step",0.05,6000,1000,382,10,0.151233700793298,0.0624296460425893,1,0.0474747474747475
"two-step+refitted",0.05,6000,1000,382,10,0.066980673804019,0.297627779692177,1,0.0474747474747475
"two-step oracle",0.05,6000,1000,382,10,0.078674845880437,0,NA,NA
"two-step",0.05,6000,1000,383,10,0.140380442242626,0.0654056695515522,1,0.0383838383838384
"two-step+refitted",0.05,6000,1000,383,10,0.0805573181706509,0.263981823050843,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,383,10,0.0897320037968617,0,NA,NA
"two-step",0.05,6000,1000,384,10,0.13540598268932,0.0455718857653485,1,0.0383838383838384
"two-step+refitted",0.05,6000,1000,384,10,0.0550586580528971,0.238546912428316,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,384,10,0.0591745039721796,0,NA,NA
"two-step",0.05,6000,1000,385,10,0.120422174108181,0.0884406005739416,1,0.0838383838383838
"two-step+refitted",0.05,6000,1000,385,10,0.0745701928101538,0.361754550950559,1,0.0838383838383838
"two-step oracle",0.05,6000,1000,385,10,0.0608058625500028,0,NA,NA
"two-step",0.05,6000,1000,386,10,0.0854197252873231,0.0389633195968846,1,0.0414141414141414
"two-step+refitted",0.05,6000,1000,386,10,0.0601609252210429,0.250448912707987,1,0.0414141414141414
"two-step oracle",0.05,6000,1000,386,10,0.0595708839497556,0,NA,NA
"two-step",0.05,6000,1000,387,10,0.101352529198747,0.0516607492625381,1,0.0363636363636364
"two-step+refitted",0.05,6000,1000,387,10,0.0615734614811718,0.270175586653078,1,0.0363636363636364
"two-step oracle",0.05,6000,1000,387,10,0.0522217899684497,0,NA,NA
"two-step",0.05,6000,1000,388,10,0.160377235855334,0.0707945513286301,1,0.0454545454545455
"two-step+refitted",0.05,6000,1000,388,10,0.0756959973322082,0.286777279066423,1,0.0454545454545455
"two-step oracle",0.05,6000,1000,388,10,0.0576728937120804,0,NA,NA
"two-step",0.05,6000,1000,389,10,0.143398167065877,0.0898285354838924,1,0.0646464646464646
"two-step+refitted",0.05,6000,1000,389,10,0.083219535393813,0.30686185396228,1,0.0646464646464646
"two-step oracle",0.05,6000,1000,389,10,0.103239377535243,0,NA,NA
"two-step",0.05,6000,1000,38,10,0.116043302672361,0.0374234886550828,1,0.0262626262626263
"two-step+refitted",0.05,6000,1000,38,10,0.0603021706775843,0.23993428973006,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,38,10,0.0564928720706673,0,NA,NA
"two-step",0.05,6000,1000,390,10,0.139681996645161,0.0792117034432576,1,0.0626262626262626
"two-step+refitted",0.05,6000,1000,390,10,0.0558144468348942,0.333560895087767,1,0.0626262626262626
"two-step oracle",0.05,6000,1000,390,10,0.0540133639612466,0,NA,NA
"two-step",0.05,6000,1000,391,10,0.151063977947268,0.0414648708584251,1,0.0272727272727273
"two-step+refitted",0.05,6000,1000,391,10,0.0710783222280928,0.227095700345723,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,391,10,0.0846263989617861,0,NA,NA
"two-step",0.05,6000,1000,392,10,0.101901464898234,0.0833900987907564,1,0.0727272727272727
"two-step+refitted",0.05,6000,1000,392,10,0.0392894809754947,0.330459105782267,1,0.0727272727272727
"two-step oracle",0.05,6000,1000,392,10,0.0367341263186589,0,NA,NA
"two-step",0.05,6000,1000,393,10,0.190164035903465,0.0259051802269729,1,0.0171717171717172
"two-step+refitted",0.05,6000,1000,393,10,0.0932223819421938,0.198724288202932,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,393,10,0.0927907515462482,0,NA,NA
"two-step",0.05,6000,1000,394,10,0.148072182397465,0.0227951237689673,1,0.0121212121212121
"two-step+refitted",0.05,6000,1000,394,10,0.0619984052133776,0.160033011838159,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,394,10,0.0727609649166648,0,NA,NA
"two-step",0.05,6000,1000,395,10,0.149471193923203,0.0621461458930381,1,0.0474747474747475
"two-step+refitted",0.05,6000,1000,395,10,0.0579039063477865,0.29730608827889,1,0.0474747474747475
"two-step oracle",0.05,6000,1000,395,10,0.0470656621908079,0,NA,NA
"two-step",0.05,6000,1000,396,10,0.0901184248316807,0.120937721520776,1,0.0919191919191919
"two-step+refitted",0.05,6000,1000,396,10,0.0667631666364021,0.404490125590836,1,0.0919191919191919
"two-step oracle",0.05,6000,1000,396,10,0.0605444506428688,0,NA,NA
"two-step",0.05,6000,1000,397,10,0.14051711139162,0.0765812427984905,1,0.0606060606060606
"two-step+refitted",0.05,6000,1000,397,10,0.0692947399474982,0.334217326070064,1,0.0606060606060606
"two-step oracle",0.05,6000,1000,397,10,0.0904193168830976,0,NA,NA
"two-step",0.05,6000,1000,398,10,0.0810633196256847,0.0646676750998082,1,0.0535353535353535
"two-step+refitted",0.05,6000,1000,398,10,0.0396158472610936,0.265673362384672,1,0.0535353535353535
"two-step oracle",0.05,6000,1000,398,10,0.0420313200069377,0,NA,NA
"two-step",0.05,6000,1000,399,10,0.150777557395732,0.0598615064395862,1,0.0373737373737374
"two-step+refitted",0.05,6000,1000,399,10,0.0573280471943771,0.294283280030616,1,0.0373737373737374
"two-step oracle",0.05,6000,1000,399,10,0.0708561664616988,0,NA,NA
"two-step",0.05,6000,1000,39,10,0.119438318068206,0.0569968792355497,1,0.0444444444444444
"two-step+refitted",0.05,6000,1000,39,10,0.0660543308534037,0.284139513805181,1,0.0444444444444444
"two-step oracle",0.05,6000,1000,39,10,0.0722647153131298,0,NA,NA
"two-step",0.05,6000,1000,3,10,0.129371559895926,0.0834354575499229,1,0.0474747474747475
"two-step+refitted",0.05,6000,1000,3,10,0.0394536611745198,0.305543309484367,1,0.0474747474747475
"two-step oracle",0.05,6000,1000,3,10,0.0306835475322358,0,NA,NA
"two-step",0.05,6000,1000,400,10,0.123915784875694,0.0713107903602449,1,0.0454545454545455
"two-step+refitted",0.05,6000,1000,400,10,0.0758095759487962,0.286704320559568,1,0.0454545454545455
"two-step oracle",0.05,6000,1000,400,10,0.0782279779611038,0,NA,NA
"two-step",0.05,6000,1000,401,10,0.148371100431056,0.0554508472027996,1,0.0272727272727273
"two-step+refitted",0.05,6000,1000,401,10,0.0493702207634622,0.248902813101812,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,401,10,0.0477584395420124,0,NA,NA
"two-step",0.05,6000,1000,402,10,0.167146680296341,0.0871528537369081,1,0.0646464646464646
"two-step+refitted",0.05,6000,1000,402,10,0.0802345519184451,0.351921392546126,1,0.0646464646464646
"two-step oracle",0.05,6000,1000,402,10,0.0713003618170191,0,NA,NA
"two-step",0.05,6000,1000,403,10,0.0926586014282294,0.0668747980845336,1,0.0555555555555556
"two-step+refitted",0.05,6000,1000,403,10,0.0536848553813362,0.304691731538627,1,0.0555555555555556
"two-step oracle",0.05,6000,1000,403,10,0.0529928093694923,0,NA,NA
"two-step",0.05,6000,1000,404,10,0.173907041552225,0.0645575046817214,1,0.0484848484848485
"two-step+refitted",0.05,6000,1000,404,10,0.074580111053969,0.302432983499501,1,0.0484848484848485
"two-step oracle",0.05,6000,1000,404,10,0.0631746383836758,0,NA,NA
"two-step",0.05,6000,1000,405,10,0.094450167817478,0.0687739348422975,1,0.0575757575757576
"two-step+refitted",0.05,6000,1000,405,10,0.0607803900202161,0.301704321767816,1,0.0575757575757576
"two-step oracle",0.05,6000,1000,405,10,0.0493311095536073,0,NA,NA
"two-step",0.05,6000,1000,406,10,0.113135836140316,0.0754529349456495,1,0.0656565656565657
"two-step+refitted",0.05,6000,1000,406,10,0.0542919019822247,0.286491598643271,1,0.0656565656565657
"two-step oracle",0.05,6000,1000,406,10,0.0579548286947427,0,NA,NA
"two-step",0.05,6000,1000,407,10,0.144836914446577,0.0239710169215347,1,0.0171717171717172
"two-step+refitted",0.05,6000,1000,407,10,0.074630072425013,0.159635664106616,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,407,10,0.0733565950706011,0,NA,NA
"two-step",0.05,6000,1000,408,10,0.184159137507408,0.0970668781192111,1,0.0535353535353535
"two-step+refitted",0.05,6000,1000,408,10,0.0836583976683375,0.357963376360939,1,0.0535353535353535
"two-step oracle",0.05,6000,1000,408,10,0.0783276527400969,0,NA,NA
"two-step",0.05,6000,1000,409,10,0.135556238610852,0.0546744945927507,1,0.0434343434343434
"two-step+refitted",0.05,6000,1000,409,10,0.0633780361042778,0.260649194765423,1,0.0434343434343434
"two-step oracle",0.05,6000,1000,409,10,0.0741601992136447,0,NA,NA
"two-step",0.05,6000,1000,40,10,0.1312231788904,0.0922065855552214,1,0.0737373737373737
"two-step+refitted",0.05,6000,1000,40,10,0.0801757158134919,0.373636898125191,1,0.0737373737373737
"two-step oracle",0.05,6000,1000,40,10,0.079128866663653,0,NA,NA
"two-step",0.05,6000,1000,410,10,0.138356159695623,0.0629753670164937,1,0.0484848484848485
"two-step+refitted",0.05,6000,1000,410,10,0.0790908450486743,0.280715262869451,1,0.0484848484848485
"two-step oracle",0.05,6000,1000,410,10,0.0902453755328751,0,NA,NA
"two-step",0.05,6000,1000,411,10,0.156097666602249,0.0331305599111032,1,0.0222222222222222
"two-step+refitted",0.05,6000,1000,411,10,0.082250644916677,0.197211729941057,1,0.0222222222222222
"two-step oracle",0.05,6000,1000,411,10,0.083142788614834,0,NA,NA
"two-step",0.05,6000,1000,412,10,0.100859147668236,0.0695789639039879,1,0.0717171717171717
"two-step+refitted",0.05,6000,1000,412,10,0.0562902255537155,0.294963566664216,1,0.0717171717171717
"two-step oracle",0.05,6000,1000,412,10,0.0605615573876114,0,NA,NA
"two-step",0.05,6000,1000,413,10,0.113086604296306,0.0396876898908987,1,0.0161616161616162
"two-step+refitted",0.05,6000,1000,413,10,0.0680837692159937,0.175083668747378,1,0.0161616161616162
"two-step oracle",0.05,6000,1000,413,10,0.0624519687529983,0,NA,NA
"two-step",0.05,6000,1000,414,10,0.0995969043683862,0.0318230969752561,1,0.0222222222222222
"two-step+refitted",0.05,6000,1000,414,10,0.0459981603671191,0.196141654675009,1,0.0222222222222222
"two-step oracle",0.05,6000,1000,414,10,0.0328862829454265,0,NA,NA
"two-step",0.05,6000,1000,415,10,0.163024056925489,0.0514198050491603,1,0.0303030303030303
"two-step+refitted",0.05,6000,1000,415,10,0.0723129970211093,0.23234340797534,1,0.0303030303030303
"two-step oracle",0.05,6000,1000,415,10,0.0890877307519034,0,NA,NA
"two-step",0.05,6000,1000,416,10,0.140452421272254,0.0512285539390542,1,0.0343434343434343
"two-step+refitted",0.05,6000,1000,416,10,0.0554493804079583,0.262630572737411,1,0.0343434343434343
"two-step oracle",0.05,6000,1000,416,10,0.0485069995520845,0,NA,NA
"two-step",0.05,6000,1000,417,10,0.148238559914558,0.0527686712456093,1,0.0363636363636364
"two-step+refitted",0.05,6000,1000,417,10,0.0549362877119401,0.268729132386697,1,0.0363636363636364
"two-step oracle",0.05,6000,1000,417,10,0.0616064825300902,0,NA,NA
"two-step",0.05,6000,1000,418,10,0.0872540588517836,0.0714400170032541,1,0.0747474747474747
"two-step+refitted",0.05,6000,1000,418,10,0.0468392351851686,0.307853753552491,1,0.0747474747474747
"two-step oracle",0.05,6000,1000,418,10,0.0461048779071928,0,NA,NA
"two-step",0.05,6000,1000,419,10,0.12915602750606,0.043407516444427,1,0.0393939393939394
"two-step+refitted",0.05,6000,1000,419,10,0.0594423868301591,0.282221110914213,1,0.0393939393939394
"two-step oracle",0.05,6000,1000,419,10,0.0453024440038099,0,NA,NA
"two-step",0.05,6000,1000,41,10,0.146880514274065,0.0495183410322742,1,0.0484848484848485
"two-step+refitted",0.05,6000,1000,41,10,0.0651612578162408,0.293819764388562,1,0.0484848484848485
"two-step oracle",0.05,6000,1000,41,10,0.0625307569105172,0,NA,NA
"two-step",0.05,6000,1000,420,10,0.138266174164052,0.0579857968906542,1,0.0393939393939394
"two-step+refitted",0.05,6000,1000,420,10,0.0631299600402731,0.251489404151126,1,0.0393939393939394
"two-step oracle",0.05,6000,1000,420,10,0.0641848349321087,0,NA,NA
"two-step",0.05,6000,1000,421,10,0.0850577558476261,0.0605326822830317,1,0.0383838383838384
"two-step+refitted",0.05,6000,1000,421,10,0.0488127204587698,0.245888119505898,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,421,10,0.0459487676201821,0,NA,NA
"two-step",0.05,6000,1000,422,10,0.139033886074527,0.105190117605753,1,0.0797979797979798
"two-step+refitted",0.05,6000,1000,422,10,0.069799093895062,0.363253212807626,1,0.0797979797979798
"two-step oracle",0.05,6000,1000,422,10,0.0671716894015194,0,NA,NA
"two-step",0.05,6000,1000,423,10,0.140625777079362,0.0824218089988189,1,0.0777777777777778
"two-step+refitted",0.05,6000,1000,423,10,0.0854654558627096,0.327066650702126,1,0.0777777777777778
"two-step oracle",0.05,6000,1000,423,10,0.0887838066136211,0,NA,NA
"two-step",0.05,6000,1000,424,10,0.146114221433364,0.0652478302965763,1,0.0424242424242424
"two-step+refitted",0.05,6000,1000,424,10,0.0706748454023918,0.280207310528363,1,0.0424242424242424
"two-step oracle",0.05,6000,1000,424,10,0.0744710972917962,0,NA,NA
"two-step",0.05,6000,1000,425,10,0.124870170836085,0.0588751744014471,1,0.0525252525252525
"two-step+refitted",0.05,6000,1000,425,10,0.0473394702435436,0.300055175756006,1,0.0525252525252525
"two-step oracle",0.05,6000,1000,425,10,0.0457394645695691,0,NA,NA
"two-step",0.05,6000,1000,426,10,0.14470177518103,0.0395172667726184,1,0.0212121212121212
"two-step+refitted",0.05,6000,1000,426,10,0.0558731221395776,0.200343614126715,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,426,10,0.0754974183712999,0,NA,NA
"two-step",0.05,6000,1000,427,10,0.155689280167872,0.0615215553914879,1,0.0393939393939394
"two-step+refitted",0.05,6000,1000,427,10,0.0530342499916239,0.279972787192703,1,0.0393939393939394
"two-step oracle",0.05,6000,1000,427,10,0.0619843594285946,0,NA,NA
"two-step",0.05,6000,1000,428,10,0.158993864321471,0.0546881257112582,1,0.0303030303030303
"two-step+refitted",0.05,6000,1000,428,10,0.051851271567272,0.24995257884337,1,0.0303030303030303
"two-step oracle",0.05,6000,1000,428,10,0.0637297046351371,0,NA,NA
"two-step",0.05,6000,1000,429,10,0.110698239805095,0.0440333656124899,1,0.0424242424242424
"two-step+refitted",0.05,6000,1000,429,10,0.0386591050923519,0.254240428870358,1,0.0424242424242424
"two-step oracle",0.05,6000,1000,429,10,0.0401114464638416,0,NA,NA
"two-step",0.05,6000,1000,42,10,0.123150345456252,0.044491092721124,1,0.0232323232323232
"two-step+refitted",0.05,6000,1000,42,10,0.0394967538628665,0.219394526477643,1,0.0232323232323232
"two-step oracle",0.05,6000,1000,42,10,0.0322044161130658,0,NA,NA
"two-step",0.05,6000,1000,430,10,0.110408830562467,0.0717660589745429,1,0.0585858585858586
"two-step+refitted",0.05,6000,1000,430,10,0.10243976211139,0.261537735509236,1,0.0585858585858586
"two-step oracle",0.05,6000,1000,430,10,0.102185302130558,0,NA,NA
"two-step",0.05,6000,1000,431,10,0.15887188288354,0.0594031559451923,1,0.0434343434343434
"two-step+refitted",0.05,6000,1000,431,10,0.0695965292668907,0.285591760983395,1,0.0434343434343434
"two-step oracle",0.05,6000,1000,431,10,0.0767856565238875,0,NA,NA
"two-step",0.05,6000,1000,432,10,0.146184826547776,0.0603308637083636,1,0.0414141414141414
"two-step+refitted",0.05,6000,1000,432,10,0.0685580147008705,0.291513945857181,1,0.0414141414141414
"two-step oracle",0.05,6000,1000,432,10,0.0737587149333522,0,NA,NA
"two-step",0.05,6000,1000,433,10,0.171724950044952,0.0129093442124928,1,0.00909090909090909
"two-step+refitted",0.05,6000,1000,433,10,0.055933963595977,0.129098165845186,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,433,10,0.0425409256800945,0,NA,NA
"two-step",0.05,6000,1000,434,10,0.118803018758801,0.0630656754900393,1,0.0444444444444444
"two-step+refitted",0.05,6000,1000,434,10,0.0396289713618532,0.288580954897664,1,0.0444444444444444
"two-step oracle",0.05,6000,1000,434,10,0.0271763783227245,0,NA,NA
"two-step",0.05,6000,1000,435,10,0.158177387277583,0.0885839475450042,1,0.0777777777777778
"two-step+refitted",0.05,6000,1000,435,10,0.0911529094733828,0.338390632770159,1,0.0777777777777778
"two-step oracle",0.05,6000,1000,435,10,0.0800177915579058,0,NA,NA
"two-step",0.05,6000,1000,436,10,0.137030672116364,0.0255378972981299,1,0.00909090909090909
"two-step+refitted",0.05,6000,1000,436,10,0.0854033919930485,0.133124989175875,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,436,10,0.0834767755408827,0,NA,NA
"two-step",0.05,6000,1000,437,10,0.120733042074173,0.0721250764357237,1,0.0646464646464646
"two-step+refitted",0.05,6000,1000,437,10,0.0663823703035721,0.316609673188987,1,0.0646464646464646
"two-step oracle",0.05,6000,1000,437,10,0.0831903084925348,0,NA,NA
"two-step",0.05,6000,1000,438,10,0.132371300790753,0.0461762997972843,1,0.0333333333333333
"two-step+refitted",0.05,6000,1000,438,10,0.035566942675442,0.237671738788121,1,0.0333333333333333
"two-step oracle",0.05,6000,1000,438,10,0.0271847955703321,0,NA,NA
"two-step",0.05,6000,1000,439,10,0.14140214035404,0.0312338325043869,1,0.0212121212121212
"two-step+refitted",0.05,6000,1000,439,10,0.0735205416495031,0.204980310692526,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,439,10,0.0798281640019171,0,NA,NA
"two-step",0.05,6000,1000,43,10,0.100494471809648,0.102875629177317,1,0.0717171717171717
"two-step+refitted",0.05,6000,1000,43,10,0.0594134332564966,0.356476707137421,1,0.0717171717171717
"two-step oracle",0.05,6000,1000,43,10,0.0602672287138076,0,NA,NA
"two-step",0.05,6000,1000,440,10,0.09124125406612,0.0443349132052163,1,0.0363636363636364
"two-step+refitted",0.05,6000,1000,440,10,0.0652992144963062,0.241208948616496,1,0.0363636363636364
"two-step oracle",0.05,6000,1000,440,10,0.0582555807812401,0,NA,NA
"two-step",0.05,6000,1000,441,10,0.103226778373251,0.0703901049855129,1,0.0545454545454545
"two-step+refitted",0.05,6000,1000,441,10,0.0350694451100235,0.297937305371449,1,0.0545454545454545
"two-step oracle",0.05,6000,1000,441,10,0.0409550869656447,0,NA,NA
"two-step",0.05,6000,1000,442,10,0.150631187425071,0.0866402600131932,1,0.0555555555555556
"two-step+refitted",0.05,6000,1000,442,10,0.0686755162379145,0.322362271679391,1,0.0555555555555556
"two-step oracle",0.05,6000,1000,442,10,0.0733839487093327,0,NA,NA
"two-step",0.05,6000,1000,443,10,0.164793240680934,0.0834325546897706,1,0.0424242424242424
"two-step+refitted",0.05,6000,1000,443,10,0.09630626587887,0.323157295458734,1,0.0424242424242424
"two-step oracle",0.05,6000,1000,443,10,0.109091475069556,0,NA,NA
"two-step",0.05,6000,1000,444,10,0.15415026308674,0.0245989328344507,1,0.0212121212121212
"two-step+refitted",0.05,6000,1000,444,10,0.0555202918345642,0.18835688511963,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,444,10,0.0464407522329012,0,NA,NA
"two-step",0.05,6000,1000,445,10,0.118174982218152,0.0611416509634587,1,0.0545454545454545
"two-step+refitted",0.05,6000,1000,445,10,0.0493059424569622,0.299977300925399,1,0.0545454545454545
"two-step oracle",0.05,6000,1000,445,10,0.0502210613213107,0,NA,NA
"two-step",0.05,6000,1000,446,10,0.120308760296209,0.0566136064584566,1,0.0292929292929293
"two-step+refitted",0.05,6000,1000,446,10,0.0564753303811236,0.226246107195937,1,0.0292929292929293
"two-step oracle",0.05,6000,1000,446,10,0.0655370272009828,0,NA,NA
"two-step",0.05,6000,1000,447,10,0.107062687407171,0.0715946618915873,1,0.0323232323232323
"two-step+refitted",0.05,6000,1000,447,10,0.0497998681254508,0.251274969224205,1,0.0323232323232323
"two-step oracle",0.05,6000,1000,447,10,0.0523174402323022,0,NA,NA
"two-step",0.05,6000,1000,448,10,0.145747080536016,0.0985412341923904,1,0.0888888888888889
"two-step+refitted",0.05,6000,1000,448,10,0.074979197131665,0.33413890497621,1,0.0888888888888889
"two-step oracle",0.05,6000,1000,448,10,0.0724540637813121,0,NA,NA
"two-step",0.05,6000,1000,449,10,0.134364261393061,0.0625077245681322,1,0.0474747474747475
"two-step+refitted",0.05,6000,1000,449,10,0.0685595682684731,0.269061981320264,1,0.0474747474747475
"two-step oracle",0.05,6000,1000,449,10,0.0687220714692904,0,NA,NA
"two-step",0.05,6000,1000,44,10,0.131437753686852,0.0538996354233248,1,0.0383838383838384
"two-step+refitted",0.05,6000,1000,44,10,0.0639925665268671,0.266809301507418,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,44,10,0.070294474694989,0,NA,NA
"two-step",0.05,6000,1000,450,10,0.102141046360351,0.091657922438105,1,0.0747474747474747
"two-step+refitted",0.05,6000,1000,450,10,0.099819400029999,0.350150525230234,1,0.0747474747474747
"two-step oracle",0.05,6000,1000,450,10,0.0775564823437562,0,NA,NA
"two-step",0.05,6000,1000,451,10,0.132551554962208,0.0419542205058579,1,0.0212121212121212
"two-step+refitted",0.05,6000,1000,451,10,0.0447267356228446,0.213115159732866,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,451,10,0.0455561968713847,0,NA,NA
"two-step",0.05,6000,1000,452,10,0.181308049466773,0.0279313406844064,1,0.0121212121212121
"two-step+refitted",0.05,6000,1000,452,10,0.0802907680552866,0.173731654806855,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,452,10,0.0891403875429825,0,NA,NA
