"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step",0.1,3000,1000,463,10,0.0460686579268106,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,3000,1000,463,10,0.210647063556587,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,463,10,0.0137800691088604,NA,NA
"glmnet",0.1,3000,1000,463,10,0.0662133510933135,1,0
"two-step",0.1,3000,1000,464,10,0.106746133376946,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,3000,1000,464,10,0.118022168098803,1,0.0131313131313131
"two-step oracle",0.1,3000,1000,464,10,0.0159886664082779,NA,NA
"glmnet",0.1,3000,1000,464,10,0.0884197945565933,1,0
"two-step",0.1,3000,1000,465,10,0.0638768314745707,1,0.0303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,465,10,0.226712237362942,1,0.0262626262626263
"two-step oracle",0.1,3000,1000,465,10,0.0190903718210213,NA,NA
"glmnet",0.1,3000,1000,465,10,0.0690308447025636,1,0
"two-step",0.1,3000,1000,466,10,0.0751053539434547,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,3000,1000,466,10,0.252114431299052,1,0.0333333333333333
"two-step oracle",0.1,3000,1000,466,10,0.0102821955460053,NA,NA
"glmnet",0.1,3000,1000,466,10,0.0644759392470817,1,0
"two-step",0.1,3000,1000,46,10,0.0709033695160372,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,3000,1000,46,10,0.197252747339872,1,0.0232323232323232
"two-step oracle",0.1,3000,1000,46,10,0.0144339242154035,NA,NA
"glmnet",0.1,3000,1000,46,10,0.0642650743504812,1,0
"two-step",0.1,3000,1000,472,10,0.10563717503361,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,3000,1000,472,10,0.0461496344762179,1,0
"two-step oracle",0.1,3000,1000,472,10,0.025117346431749,NA,NA
"glmnet",0.1,3000,1000,472,10,0.0770056291422892,1,0.00202020202020202
"two-step",0.1,3000,1000,47,10,0.115643462760683,1,0.0666666666666667
"two-step+Adaptive Lasso",0.1,3000,1000,47,10,0.196574653060876,1,0.0595959595959596
"two-step oracle",0.1,3000,1000,47,10,0.0197912351814273,NA,NA
"glmnet",0.1,3000,1000,47,10,0.0747658397766588,1,0
"two-step",0.1,3000,1000,48,10,0.0909608007458488,1,0.0464646464646465
"two-step+Adaptive Lasso",0.1,3000,1000,48,10,0.171088788170627,1,0.0393939393939394
"two-step oracle",0.1,3000,1000,48,10,0.0129871843349688,NA,NA
"glmnet",0.1,3000,1000,48,10,0.0735933981041856,1,0.00101010101010101
"two-step",0.1,3000,1000,497,10,0.082499973800294,1,0.0232323232323232
"two-step+Adaptive Lasso",0.1,3000,1000,497,10,0.17056821028681,1,0.0191919191919192
"two-step oracle",0.1,3000,1000,497,10,0.0141555210318141,NA,NA
"glmnet",0.1,3000,1000,497,10,0.0733279995911897,1,0
"two-step",0.1,3000,1000,498,10,0.0697273353136782,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,3000,1000,498,10,0.149635223620999,1,0.0161616161616162
"two-step oracle",0.1,3000,1000,498,10,0.0138002764960554,NA,NA
"glmnet",0.1,3000,1000,498,10,0.0639272703190609,1,0
"two-step",0.1,3000,1000,499,10,0.0876958768628784,1,0.0484848484848485
"two-step+Adaptive Lasso",0.1,3000,1000,499,10,0.259320931379336,1,0.0454545454545455
"two-step oracle",0.1,3000,1000,499,10,0.0135887580141319,NA,NA
"glmnet",0.1,3000,1000,499,10,0.0620181196204731,1,0.00101010101010101
"two-step",0.1,3000,1000,49,10,0.0794996285202161,1,0.0272727272727273
"two-step+Adaptive Lasso",0.1,3000,1000,49,10,0.209965836540842,1,0.0232323232323232
"two-step oracle",0.1,3000,1000,49,10,0.0231749239662329,NA,NA
"glmnet",0.1,3000,1000,49,10,0.0720797034758498,1,0
"two-step",0.1,3000,1000,4,10,0.0806607995094802,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,3000,1000,4,10,0.0515887043946761,1,0
"two-step oracle",0.1,3000,1000,4,10,0.016188893418124,NA,NA
"glmnet",0.1,3000,1000,4,10,0.0707357598383916,1,0
"two-step",0.1,3000,1000,500,10,0.0892887859273298,1,0.0404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,500,10,0.175849841542133,1,0.0353535353535354
"two-step oracle",0.1,3000,1000,500,10,0.019794405857888,NA,NA
"glmnet",0.1,3000,1000,500,10,0.0715224976632645,1,0
"two-step",0.1,3000,1000,50,10,0.0802459594415719,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,3000,1000,50,10,0.160926732533213,1,0.0161616161616162
"two-step oracle",0.1,3000,1000,50,10,0.0142560605950192,NA,NA
"glmnet",0.1,3000,1000,50,10,0.06186496770452,1,0.00101010101010101
"two-step",0.1,3000,1000,51,10,0.087108056495981,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,3000,1000,51,10,0.188046224178663,1,0.0333333333333333
"two-step oracle",0.1,3000,1000,51,10,0.0168832759744586,NA,NA
"glmnet",0.1,3000,1000,51,10,0.0668938148184461,1,0
"two-step",0.1,3000,1000,52,10,0.0733353537634699,1,0.00303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,52,10,0.0943843519895884,1,0
"two-step oracle",0.1,3000,1000,52,10,0.0248233427035798,NA,NA
"glmnet",0.1,3000,1000,52,10,0.0657736477017095,1,0.00202020202020202
"two-step",0.1,3000,1000,53,10,0.0799648004870007,1,0.0323232323232323
"two-step+Adaptive Lasso",0.1,3000,1000,53,10,0.210411229587189,1,0.0313131313131313
"two-step oracle",0.1,3000,1000,53,10,0.0229726577863556,NA,NA
"glmnet",0.1,3000,1000,53,10,0.0642997522069764,1,0.00101010101010101
"two-step",0.1,3000,1000,54,10,0.0750639086505076,1,0.00707070707070707
"two-step+Adaptive Lasso",0.1,3000,1000,54,10,0.101982268579717,1,0
"two-step oracle",0.1,3000,1000,54,10,0.0241638649064828,NA,NA
"glmnet",0.1,3000,1000,54,10,0.0668269085573366,1,0
"two-step",0.1,3000,1000,55,10,0.0687155913337945,1,0.0373737373737374
"two-step+Adaptive Lasso",0.1,3000,1000,55,10,0.27007390592457,1,0.0333333333333333
"two-step oracle",0.1,3000,1000,55,10,0.0189357663148325,NA,NA
"glmnet",0.1,3000,1000,55,10,0.0563943476805776,1,0.00101010101010101
"two-step",0.1,3000,1000,56,10,0.0756575891903913,1,0.0303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,56,10,0.214113607282507,1,0.0292929292929293
"two-step oracle",0.1,3000,1000,56,10,0.0163159089844385,NA,NA
"glmnet",0.1,3000,1000,56,10,0.0632793757391864,1,0
"two-step",0.1,3000,1000,57,10,0.0917101138899233,1,0.0373737373737374
"two-step+Adaptive Lasso",0.1,3000,1000,57,10,0.152984795068725,1,0.0323232323232323
"two-step oracle",0.1,3000,1000,57,10,0.0164259962829633,NA,NA
"glmnet",0.1,3000,1000,57,10,0.0728588257870364,1,0.00303030303030303
"two-step",0.1,3000,1000,58,10,0.0847240837263793,1,0.0202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,58,10,0.217574638704569,1,0.0181818181818182
"two-step oracle",0.1,3000,1000,58,10,0.0183803994217897,NA,NA
"glmnet",0.1,3000,1000,58,10,0.0766181846446252,1,0
"two-step",0.1,3000,1000,59,10,0.0727029848798758,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,3000,1000,59,10,0.183246501234966,1,0.0171717171717172
"two-step oracle",0.1,3000,1000,59,10,0.0243574035380065,NA,NA
"glmnet",0.1,3000,1000,59,10,0.0617112121500423,1,0.00303030303030303
"two-step",0.1,3000,1000,5,10,0.0907523889940988,1,0.0424242424242424
"two-step+Adaptive Lasso",0.1,3000,1000,5,10,0.206371573565601,1,0.0353535353535354
"two-step oracle",0.1,3000,1000,5,10,0.0266404104774974,NA,NA
"glmnet",0.1,3000,1000,5,10,0.0627860695718704,1,0.00303030303030303
"two-step",0.1,3000,1000,60,10,0.0887840528165698,1,0.0393939393939394
"two-step+Adaptive Lasso",0.1,3000,1000,60,10,0.188580171105185,1,0.0353535353535354
"two-step oracle",0.1,3000,1000,60,10,0.0132045259054746,NA,NA
"glmnet",0.1,3000,1000,60,10,0.0730637334095546,1,0.00101010101010101
"two-step",0.1,3000,1000,61,10,0.101262996550003,1,0.0808080808080808
"two-step+Adaptive Lasso",0.1,3000,1000,61,10,0.294374020076581,1,0.0767676767676768
"two-step oracle",0.1,3000,1000,61,10,0.0214329847662869,NA,NA
"glmnet",0.1,3000,1000,61,10,0.0658265441388727,1,0
"two-step",0.1,3000,1000,62,10,0.0691718110960404,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,3000,1000,62,10,0.199459494623062,1,0.0151515151515152
"two-step oracle",0.1,3000,1000,62,10,0.0170675770381253,NA,NA
"glmnet",0.1,3000,1000,62,10,0.0555445206985955,1,0.00606060606060606
"two-step",0.1,3000,1000,63,10,0.106885585774171,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,3000,1000,63,10,0.090335600090658,1,0.00707070707070707
"two-step oracle",0.1,3000,1000,63,10,0.0156755216616348,NA,NA
"glmnet",0.1,3000,1000,63,10,0.0733876569887701,1,0
"two-step",0.1,3000,1000,6,10,0.0953970144629098,1,0.0717171717171717
"two-step+Adaptive Lasso",0.1,3000,1000,6,10,0.195709872170413,1,0.0626262626262626
"two-step oracle",0.1,3000,1000,6,10,0.0171467348811436,NA,NA
"glmnet",0.1,3000,1000,6,10,0.0690966630146356,1,0
"two-step",0.1,3000,1000,77,10,0.0593249040882734,1,0.0101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,77,10,0.201705826223112,1,0.0101010101010101
"two-step oracle",0.1,3000,1000,77,10,0.0171827727854266,NA,NA
"glmnet",0.1,3000,1000,77,10,0.0588947034495351,1,0.00101010101010101
"two-step",0.1,3000,1000,78,10,0.0847116305546228,1,0.0232323232323232
"two-step+Adaptive Lasso",0.1,3000,1000,78,10,0.163942274236686,1,0.0212121212121212
"two-step oracle",0.1,3000,1000,78,10,0.0151773130710344,NA,NA
"glmnet",0.1,3000,1000,78,10,0.0763561032603997,1,0
"two-step",0.1,3000,1000,79,10,0.0699041245366028,1,0.00707070707070707
"two-step+Adaptive Lasso",0.1,3000,1000,79,10,0.147668375547258,1,0.00606060606060606
"two-step oracle",0.1,3000,1000,79,10,0.0135612479234747,NA,NA
"glmnet",0.1,3000,1000,79,10,0.0759737350199961,1,0
"two-step",0.1,3000,1000,7,10,0.0725838480251082,1,0.0363636363636364
"two-step+Adaptive Lasso",0.1,3000,1000,7,10,0.210620363433299,1,0.0343434343434343
"two-step oracle",0.1,3000,1000,7,10,0.0256024881427553,NA,NA
"glmnet",0.1,3000,1000,7,10,0.0624380461964873,1,0.00101010101010101
"two-step",0.1,3000,1000,80,10,0.0642843770838455,1,0.0414141414141414
"two-step+Adaptive Lasso",0.1,3000,1000,80,10,0.251825506698136,1,0.0404040404040404
"two-step oracle",0.1,3000,1000,80,10,0.0130500813280496,NA,NA
"glmnet",0.1,3000,1000,80,10,0.0644019655048065,1,0
"two-step",0.1,3000,1000,82,10,0.0853709590271193,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,82,10,0.0916681378777452,1,0
"two-step oracle",0.1,3000,1000,82,10,0.0198506124991948,NA,NA
"glmnet",0.1,3000,1000,82,10,0.0761816916369495,1,0
"two-step",0.1,3000,1000,83,10,0.0682934209419204,1,0.0141414141414141
"two-step+Adaptive Lasso",0.1,3000,1000,83,10,0.19659626125752,1,0.0141414141414141
"two-step oracle",0.1,3000,1000,83,10,0.0262904259085079,NA,NA
"glmnet",0.1,3000,1000,83,10,0.0573800054846381,1,0.00404040404040404
"two-step",0.1,3000,1000,84,10,0.0904339361292608,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,3000,1000,84,10,0.177855732558178,1,0.0303030303030303
"two-step oracle",0.1,3000,1000,84,10,0.0163997220568632,NA,NA
"glmnet",0.1,3000,1000,84,10,0.0690958245158235,1,0.00101010101010101
"two-step",0.1,3000,1000,85,10,0.0785159999548914,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,3000,1000,85,10,0.122707743289286,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,85,10,0.0167608157400884,NA,NA
"glmnet",0.1,3000,1000,85,10,0.0582093456277213,1,0
"two-step",0.1,3000,1000,88,10,0.0724572005038646,1,0.0292929292929293
"two-step+Adaptive Lasso",0.1,3000,1000,88,10,0.246788671200522,1,0.0272727272727273
"two-step oracle",0.1,3000,1000,88,10,0.0148823208456306,NA,NA
"glmnet",0.1,3000,1000,88,10,0.0671876452705677,1,0.00202020202020202
"two-step",0.1,3000,1000,89,10,0.0956360981891558,1,0.00101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,89,10,0.0967676995742267,1,0.00101010101010101
"two-step oracle",0.1,3000,1000,89,10,0.0237588165901771,NA,NA
"glmnet",0.1,3000,1000,89,10,0.0443145752055917,1,0.0232323232323232
"two-step",0.1,3000,1000,8,10,0.0856577688036775,1,0.0343434343434343
"two-step+Adaptive Lasso",0.1,3000,1000,8,10,0.15571068073545,1,0.0323232323232323
"two-step oracle",0.1,3000,1000,8,10,0.0168269862239838,NA,NA
"glmnet",0.1,3000,1000,8,10,0.065881438470616,1,0.00202020202020202
"two-step",0.1,3000,1000,90,10,0.0859114900223639,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,3000,1000,90,10,0.201084451669331,1,0.0242424242424242
"two-step oracle",0.1,3000,1000,90,10,0.0225503068588857,NA,NA
"glmnet",0.1,3000,1000,90,10,0.0670517479224076,1,0.00101010101010101
"two-step",0.1,3000,1000,91,10,0.0681644497467823,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,3000,1000,91,10,0.203688242931899,1,0.0181818181818182
"two-step oracle",0.1,3000,1000,91,10,0.0170045302845399,NA,NA
"glmnet",0.1,3000,1000,91,10,0.0678156616683118,1,0
"two-step",0.1,3000,1000,92,10,0.0596417320192212,1,0.0181818181818182
"two-step+Adaptive Lasso",0.1,3000,1000,92,10,0.282652556860505,1,0.0171717171717172
"two-step oracle",0.1,3000,1000,92,10,0.0192331081070959,NA,NA
"glmnet",0.1,3000,1000,92,10,0.0597018018973685,1,0.00101010101010101
"two-step",0.1,3000,1000,96,10,0.0849831160162775,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,3000,1000,96,10,0.242098578043683,1,0.0323232323232323
"two-step oracle",0.1,3000,1000,96,10,0.0247575630797583,NA,NA
"glmnet",0.1,3000,1000,96,10,0.0787675185505919,1,0
"two-step",0.1,3000,1000,97,10,0.0948223645614479,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,3000,1000,97,10,0.184700842853024,1,0.0222222222222222
"two-step oracle",0.1,3000,1000,97,10,0.0195299618682438,NA,NA
"glmnet",0.1,3000,1000,97,10,0.0638726403002068,1,0.00202020202020202
"two-step",0.1,3000,1000,98,10,0.111921516166299,1,0.0363636363636364
"two-step+Adaptive Lasso",0.1,3000,1000,98,10,0.144018725158875,1,0.0262626262626263
"two-step oracle",0.1,3000,1000,98,10,0.0146533808233189,NA,NA
"glmnet",0.1,3000,1000,98,10,0.078414922746364,1,0
"two-step",0.1,3000,1000,99,10,0.0805483202027796,1,0.0191919191919192
"two-step+Adaptive Lasso",0.1,3000,1000,99,10,0.0421994899151343,1,0
"two-step oracle",0.1,3000,1000,99,10,0.0124334771304355,NA,NA
"glmnet",0.1,3000,1000,99,10,0.0656810980332326,1,0.00202020202020202
"two-step",0.1,3000,1000,9,10,0.113121037408958,1,0.0292929292929293
"two-step+Adaptive Lasso",0.1,3000,1000,9,10,0.130594092051933,1,0.0262626262626263
"two-step oracle",0.1,3000,1000,9,10,0.0249015701783047,NA,NA
"glmnet",0.1,3000,1000,9,10,0.0833804420552766,1,0.00303030303030303
"two-step",0.1,5000,1000,100,10,0.0501786150884018,1,0.0343434343434343
"two-step+Adaptive Lasso",0.1,5000,1000,100,10,0.212183394081207,1,0.0333333333333333
"two-step oracle",0.1,5000,1000,100,10,0.0115665975964664,NA,NA
"glmnet",0.1,5000,1000,100,10,0.0528037060471891,1,0.00101010101010101
"two-step",0.1,5000,1000,101,10,0.0615570646516179,1,0.0262626262626263
"two-step+Adaptive Lasso",0.1,5000,1000,101,10,0.0355326314307276,1,0
"two-step oracle",0.1,5000,1000,101,10,0.0149164725685681,NA,NA
"glmnet",0.1,5000,1000,101,10,0.0617286193681732,1,0
"two-step",0.1,5000,1000,102,10,0.0574855234927556,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,5000,1000,102,10,0.148526985752291,1,0.0232323232323232
"two-step oracle",0.1,5000,1000,102,10,0.0134992954121221,NA,NA
"glmnet",0.1,5000,1000,102,10,0.0650519785530901,1,0
"two-step",0.1,5000,1000,103,10,0.0641843184271942,1,0.0434343434343434
"two-step+Adaptive Lasso",0.1,5000,1000,103,10,0.204927797074409,1,0.0404040404040404
"two-step oracle",0.1,5000,1000,103,10,0.0111108165101795,NA,NA
"glmnet",0.1,5000,1000,103,10,0.0634416216766043,1,0
"two-step",0.1,5000,1000,104,10,0.0693830521173676,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,5000,1000,104,10,0.150073933897911,1,0.0121212121212121
"two-step oracle",0.1,5000,1000,104,10,0.0174704481605793,NA,NA
"glmnet",0.1,5000,1000,104,10,0.0612811912518961,1,0
"two-step",0.1,5000,1000,105,10,0.0809572741678875,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,5000,1000,105,10,0.0211587038082809,1,0
"two-step oracle",0.1,5000,1000,105,10,0.0108599973113872,NA,NA
"glmnet",0.1,5000,1000,105,10,0.0603391532311144,1,0.00101010101010101
"two-step",0.1,5000,1000,106,10,0.0745789424513487,1,0.0202020202020202
"two-step+Adaptive Lasso",0.1,5000,1000,106,10,0.129272297424179,1,0.0161616161616162
"two-step oracle",0.1,5000,1000,106,10,0.0113028658724172,NA,NA
"glmnet",0.1,5000,1000,106,10,0.0705462436829812,1,0
"two-step",0.1,5000,1000,107,10,0.0769605950061291,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,5000,1000,107,10,0.0971905084530224,1,0.00404040404040404
"two-step oracle",0.1,5000,1000,107,10,0.0119908264641044,NA,NA
"glmnet",0.1,5000,1000,107,10,0.0578054241123212,1,0
"two-step",0.1,5000,1000,109,10,0.0665068313703883,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,5000,1000,109,10,0.273794516794006,1,0.0222222222222222
"two-step oracle",0.1,5000,1000,109,10,0.00847497515149642,NA,NA
"glmnet",0.1,5000,1000,109,10,0.0573270027650038,1,0.00101010101010101
"two-step",0.1,5000,1000,10,10,0.0530226952425771,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,5000,1000,10,10,0.213094828475944,1,0.0333333333333333
"two-step oracle",0.1,5000,1000,10,10,0.0157808868020306,NA,NA
"glmnet",0.1,5000,1000,10,10,0.0526574713939468,1,0.00101010101010101
"two-step",0.1,5000,1000,110,10,0.055638043955722,1,0.0191919191919192
"two-step+Adaptive Lasso",0.1,5000,1000,110,10,0.188783234541273,1,0.0171717171717172
"two-step oracle",0.1,5000,1000,110,10,0.0156997280688566,NA,NA
"glmnet",0.1,5000,1000,110,10,0.05422920763019,1,0.00202020202020202
"two-step",0.1,5000,1000,111,10,0.0482849213912621,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,5000,1000,111,10,0.195918439712751,1,0.00707070707070707
"two-step oracle",0.1,5000,1000,111,10,0.013759853817694,NA,NA
"glmnet",0.1,5000,1000,111,10,0.0394324745496304,1,0.00101010101010101
"two-step",0.1,5000,1000,112,10,0.0468204978844685,1,0.0303030303030303
"two-step+Adaptive Lasso",0.1,5000,1000,112,10,0.216127978737034,1,0.0282828282828283
"two-step oracle",0.1,5000,1000,112,10,0.0109505890114362,NA,NA
"glmnet",0.1,5000,1000,112,10,0.0506588137693185,1,0
"two-step",0.1,5000,1000,113,10,0.0674455369979944,1,0.0626262626262626
"two-step+Adaptive Lasso",0.1,5000,1000,113,10,0.241088304420767,1,0.0606060606060606
"two-step oracle",0.1,5000,1000,113,10,0.0255369585289753,NA,NA
"glmnet",0.1,5000,1000,113,10,0.063111985336547,1,0
"two-step",0.1,5000,1000,114,10,0.0696729664284723,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,5000,1000,114,10,0.0459028331714733,1,0
"two-step oracle",0.1,5000,1000,114,10,0.0157724001074332,NA,NA
"glmnet",0.1,5000,1000,114,10,0.0609409048212429,1,0
"two-step",0.1,5000,1000,115,10,0.0456375164289022,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,5000,1000,115,10,0.206700166321394,1,0.0333333333333333
"two-step oracle",0.1,5000,1000,115,10,0.00897353126047974,NA,NA
"glmnet",0.1,5000,1000,115,10,0.0557789194181243,1,0
"two-step",0.1,5000,1000,116,10,0.0662536103524855,1,0.0262626262626263
"two-step+Adaptive Lasso",0.1,5000,1000,116,10,0.020664968540698,1,0
"two-step oracle",0.1,5000,1000,116,10,0.0131211775176722,NA,NA
"glmnet",0.1,5000,1000,116,10,0.0652031250582091,1,0
"two-step",0.1,5000,1000,117,10,0.065369803159113,1,0.0262626262626263
"two-step+Adaptive Lasso",0.1,5000,1000,117,10,0.0400914064092931,1,0
"two-step oracle",0.1,5000,1000,117,10,0.014546240854895,NA,NA
"glmnet",0.1,5000,1000,117,10,0.051168916557037,1,0.00303030303030303
"two-step",0.1,5000,1000,118,10,0.0584714422203114,1,0.0151515151515152
"two-step+Adaptive Lasso",0.1,5000,1000,118,10,0.080431744563305,1,0
"two-step oracle",0.1,5000,1000,118,10,0.0124060673580889,NA,NA
"glmnet",0.1,5000,1000,118,10,0.0556619418238219,1,0
"two-step",0.1,5000,1000,119,10,0.0489519903072571,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,5000,1000,119,10,0.0598783914961991,1,0
"two-step oracle",0.1,5000,1000,119,10,0.0115328307234145,NA,NA
"glmnet",0.1,5000,1000,119,10,0.0579420706959315,1,0
"two-step",0.1,5000,1000,11,10,0.0481221117879182,1,0.0171717171717172
"two-step+Adaptive Lasso",0.1,5000,1000,11,10,0.169462443275608,1,0.0151515151515152
"two-step oracle",0.1,5000,1000,11,10,0.0136267779114684,NA,NA
"glmnet",0.1,5000,1000,11,10,0.060935946090042,1,0.00101010101010101
"two-step",0.1,5000,1000,120,10,0.0766735648976598,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,5000,1000,120,10,0.0700947569895492,1,0
"two-step oracle",0.1,5000,1000,120,10,0.0114467492367348,NA,NA
"glmnet",0.1,5000,1000,120,10,0.0634862581935714,1,0
"two-step",0.1,5000,1000,121,10,0.0623625513619507,1,0.0303030303030303
"two-step+Adaptive Lasso",0.1,5000,1000,121,10,0.175963566883186,1,0.0272727272727273
"two-step oracle",0.1,5000,1000,121,10,0.0134664101641316,NA,NA
"glmnet",0.1,5000,1000,121,10,0.0679626866900174,1,0
"two-step",0.1,5000,1000,122,10,0.0473566482973782,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,5000,1000,122,10,0.210678236464689,1,0.0151515151515152
"two-step oracle",0.1,5000,1000,122,10,0.0147015733916759,NA,NA
