"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step oracle",0.1,3000,1000,355,10,0.0159027441334492,NA,NA
"glmnet",0.1,3000,1000,355,10,0.074290093870619,1,0
"two-step",0.1,3000,1000,356,10,0.0772374849870414,1,0.0494949494949495
"two-step+Adaptive Lasso",0.1,3000,1000,356,10,0.258194999004335,1,0.0474747474747475
"two-step oracle",0.1,3000,1000,356,10,0.0190712749125784,NA,NA
"glmnet",0.1,3000,1000,356,10,0.0679440298893436,1,0
"two-step",0.1,3000,1000,357,10,0.0903112763650816,1,0.0636363636363636
"two-step+Adaptive Lasso",0.1,3000,1000,357,10,0.276068364239043,1,0.0595959595959596
"two-step oracle",0.1,3000,1000,357,10,0.0178182092583008,NA,NA
"glmnet",0.1,3000,1000,357,10,0.0596025895086629,1,0.00202020202020202
"two-step",0.1,3000,1000,358,10,0.117044785709404,1,0.0383838383838384
"two-step+Adaptive Lasso",0.1,3000,1000,358,10,0.160501853864779,1,0.0343434343434343
"two-step oracle",0.1,3000,1000,358,10,0.0127923520359814,NA,NA
"glmnet",0.1,3000,1000,358,10,0.0690216086413047,1,0.00202020202020202
"two-step",0.1,3000,1000,359,10,0.128783179680713,1,0.0414141414141414
"two-step+Adaptive Lasso",0.1,3000,1000,359,10,0.141824143709052,1,0.0323232323232323
"two-step oracle",0.1,3000,1000,359,10,0.0223576039256705,NA,NA
"glmnet",0.1,3000,1000,359,10,0.0870498952176943,1,0.00101010101010101
"two-step",0.1,3000,1000,360,10,0.0908772004450095,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,3000,1000,360,10,0.130104229557483,1,0.0191919191919192
"two-step oracle",0.1,3000,1000,360,10,0.0192050152489771,NA,NA
"glmnet",0.1,3000,1000,360,10,0.0700022211862097,1,0
"two-step",0.1,3000,1000,361,10,0.0801488951495506,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,3000,1000,361,10,0.158532155785217,1,0.0202020202020202
"two-step oracle",0.1,3000,1000,361,10,0.0223054983509314,NA,NA
"glmnet",0.1,3000,1000,361,10,0.059081326965751,1,0.00101010101010101
"two-step",0.1,3000,1000,362,10,0.0996825741047476,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,3000,1000,362,10,0.133263474571942,1,0.0141414141414141
"two-step oracle",0.1,3000,1000,362,10,0.0172143166451115,NA,NA
"glmnet",0.1,3000,1000,362,10,0.0619153505371432,1,0.00202020202020202
"two-step",0.1,3000,1000,363,10,0.0964014196421678,1,0.0282828282828283
"two-step+Adaptive Lasso",0.1,3000,1000,363,10,0.178525534042845,1,0.0282828282828283
"two-step oracle",0.1,3000,1000,363,10,0.0234635734003019,NA,NA
"glmnet",0.1,3000,1000,363,10,0.0680525692665222,1,0.00202020202020202
"two-step",0.1,3000,1000,364,10,0.0637686486331319,1,0.0292929292929293
"two-step+Adaptive Lasso",0.1,3000,1000,364,10,0.232971058565202,1,0.0262626262626263
"two-step oracle",0.1,3000,1000,364,10,0.0211121062752027,NA,NA
"glmnet",0.1,3000,1000,364,10,0.0719997548605479,1,0.00101010101010101
"two-step",0.1,3000,1000,365,10,0.0827937793175469,1,0.0383838383838384
"two-step+Adaptive Lasso",0.1,3000,1000,365,10,0.209277993457144,1,0.0373737373737374
"two-step oracle",0.1,3000,1000,365,10,0.0235263009074534,NA,NA
"glmnet",0.1,3000,1000,365,10,0.0717494161425136,1,0
"two-step",0.1,3000,1000,366,10,0.103206977844748,1,0.0262626262626263
"two-step+Adaptive Lasso",0.1,3000,1000,366,10,0.186051663797423,1,0.0252525252525253
"two-step oracle",0.1,3000,1000,366,10,0.0217650148935901,NA,NA
"glmnet",0.1,3000,1000,366,10,0.0819477437006303,1,0
"two-step",0.1,3000,1000,367,10,0.0764175427185449,1,0.0191919191919192
"two-step+Adaptive Lasso",0.1,3000,1000,367,10,0.138855839698974,1,0.0181818181818182
"two-step oracle",0.1,3000,1000,367,10,0.0152953612382389,NA,NA
"glmnet",0.1,3000,1000,367,10,0.0591402888508486,1,0.00202020202020202
"two-step",0.1,3000,1000,368,10,0.0696913604263787,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,3000,1000,368,10,0.147879620428629,1,0.0121212121212121
"two-step oracle",0.1,3000,1000,368,10,0.0144949854805433,NA,NA
"glmnet",0.1,3000,1000,368,10,0.0730094563670836,1,0
"two-step",0.1,3000,1000,369,10,0.110990776081055,1,0.0454545454545455
"two-step+Adaptive Lasso",0.1,3000,1000,369,10,0.16620177899643,1,0.0383838383838384
"two-step oracle",0.1,3000,1000,369,10,0.0247250772766529,NA,NA
"glmnet",0.1,3000,1000,369,10,0.0728639282657034,1,0
"two-step",0.1,3000,1000,36,10,0.0792907093107669,1,0.0232323232323232
"two-step+Adaptive Lasso",0.1,3000,1000,36,10,0.160199344957799,1,0.0212121212121212
"two-step oracle",0.1,3000,1000,36,10,0.0216537514603192,NA,NA
"glmnet",0.1,3000,1000,36,10,0.0687239145227205,1,0.00202020202020202
"two-step",0.1,3000,1000,370,10,0.0946407869634911,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,3000,1000,370,10,0.136627976522817,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,370,10,0.0233177683190969,NA,NA
"glmnet",0.1,3000,1000,370,10,0.06389906882232,1,0.00202020202020202
"two-step",0.1,3000,1000,372,10,0.108112773615108,1,0.0292929292929293
"two-step+Adaptive Lasso",0.1,3000,1000,372,10,0.162861497471828,1,0.0282828282828283
"two-step oracle",0.1,3000,1000,372,10,0.0113409217874753,NA,NA
"glmnet",0.1,3000,1000,372,10,0.0583766988071211,1,0.00303030303030303
"two-step",0.1,3000,1000,373,10,0.0928619506821726,1,0.0282828282828283
"two-step+Adaptive Lasso",0.1,3000,1000,373,10,0.148485543826819,1,0.0252525252525253
"two-step oracle",0.1,3000,1000,373,10,0.0159487641559015,NA,NA
"glmnet",0.1,3000,1000,373,10,0.0738978865763353,1,0.00202020202020202
"two-step",0.1,3000,1000,374,10,0.0928836585436303,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,3000,1000,374,10,0.0512159938182525,1,0
"two-step oracle",0.1,3000,1000,374,10,0.00990979284504297,NA,NA
"glmnet",0.1,3000,1000,374,10,0.0705744505811354,1,0
"two-step",0.1,3000,1000,375,10,0.108644745529831,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,375,10,0.0349522457579153,1,0
"two-step oracle",0.1,3000,1000,375,10,0.0159523555039351,NA,NA
"glmnet",0.1,3000,1000,375,10,0.0792174825298572,1,0
"two-step",0.1,3000,1000,378,10,0.0837713427952466,1,0.0393939393939394
"two-step+Adaptive Lasso",0.1,3000,1000,378,10,0.208051031319404,1,0.0373737373737374
"two-step oracle",0.1,3000,1000,378,10,0.0175150161891011,NA,NA
"glmnet",0.1,3000,1000,378,10,0.0719020763467809,1,0.00101010101010101
"two-step",0.1,3000,1000,379,10,0.0887219448091274,1,0.0232323232323232
"two-step+Adaptive Lasso",0.1,3000,1000,379,10,0.159988816644147,1,0.0202020202020202
"two-step oracle",0.1,3000,1000,379,10,0.0109508670227539,NA,NA
"glmnet",0.1,3000,1000,379,10,0.0704258464412566,1,0
"two-step",0.1,3000,1000,37,10,0.100005120597756,1,0.0393939393939394
"two-step+Adaptive Lasso",0.1,3000,1000,37,10,0.183842365674484,1,0.0343434343434343
"two-step oracle",0.1,3000,1000,37,10,0.0233798827451668,NA,NA
"glmnet",0.1,3000,1000,37,10,0.0789627342743635,1,0
"two-step",0.1,3000,1000,381,10,0.0800738395779872,1,0.00303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,381,10,0.0789445001963202,1,0
"two-step oracle",0.1,3000,1000,381,10,0.0137216311106353,NA,NA
"glmnet",0.1,3000,1000,381,10,0.066855763729269,1,0
"two-step",0.1,3000,1000,383,10,0.0707026888572562,1,0.0333333333333333
"two-step+Adaptive Lasso",0.1,3000,1000,383,10,0.244684643206239,1,0.0313131313131313
"two-step oracle",0.1,3000,1000,383,10,0.0202523563928135,NA,NA
"glmnet",0.1,3000,1000,383,10,0.0542930339491492,1,0.00606060606060606
"two-step",0.1,3000,1000,384,10,0.0918289840342126,1,0.0515151515151515
"two-step+Adaptive Lasso",0.1,3000,1000,384,10,0.264707842403726,1,0.0484848484848485
"two-step oracle",0.1,3000,1000,384,10,0.0228378746440185,NA,NA
"glmnet",0.1,3000,1000,384,10,0.070201320311147,1,0.00404040404040404
"two-step",0.1,3000,1000,385,10,0.0929381317761094,1,0.0202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,385,10,0.0259476815492102,1,0
"two-step oracle",0.1,3000,1000,385,10,0.0119426360940062,NA,NA
"glmnet",0.1,3000,1000,385,10,0.0728698889715153,1,0
"two-step",0.1,3000,1000,386,10,0.10491931878382,1,0.0737373737373737
"two-step+Adaptive Lasso",0.1,3000,1000,386,10,0.230718006042404,1,0.0636363636363636
"two-step oracle",0.1,3000,1000,386,10,0.0174326337940588,NA,NA
"glmnet",0.1,3000,1000,386,10,0.0698020509810976,1,0.00202020202020202
"two-step",0.1,3000,1000,387,10,0.0807412566685601,1,0.0282828282828283
"two-step+Adaptive Lasso",0.1,3000,1000,387,10,0.180075525430531,1,0.0262626262626263
"two-step oracle",0.1,3000,1000,387,10,0.0164545767828564,NA,NA
"glmnet",0.1,3000,1000,387,10,0.0754234757924758,1,0.00101010101010101
"two-step",0.1,3000,1000,388,10,0.0949394903396219,1,0.0535353535353535
"two-step+Adaptive Lasso",0.1,3000,1000,388,10,0.197897257699958,1,0.0474747474747475
"two-step oracle",0.1,3000,1000,388,10,0.0235134006520105,NA,NA
"glmnet",0.1,3000,1000,388,10,0.0687161528389802,1,0.00101010101010101
"two-step",0.1,3000,1000,389,10,0.110216961343804,1,0.0181818181818182
"two-step+Adaptive Lasso",0.1,3000,1000,389,10,0.161273680268032,1,0.0171717171717172
"two-step oracle",0.1,3000,1000,389,10,0.0228367769859724,NA,NA
"glmnet",0.1,3000,1000,389,10,0.0723432820468638,1,0.00101010101010101
"two-step",0.1,3000,1000,390,10,0.0867806879773326,1,0.0242424242424242
"two-step+Adaptive Lasso",0.1,3000,1000,390,10,0.179568170973284,1,0.0222222222222222
"two-step oracle",0.1,3000,1000,390,10,0.0165945124422118,NA,NA
"glmnet",0.1,3000,1000,390,10,0.0782588372506562,1,0
"two-step",0.1,3000,1000,391,10,0.0795660994318493,1,0.0393939393939394
"two-step+Adaptive Lasso",0.1,3000,1000,391,10,0.187314202734838,1,0.0383838383838384
"two-step oracle",0.1,3000,1000,391,10,0.0155653268241359,NA,NA
"glmnet",0.1,3000,1000,391,10,0.0721316998565171,1,0.00303030303030303
"two-step",0.1,3000,1000,393,10,0.0752842509687659,1,0.0151515151515152
"two-step+Adaptive Lasso",0.1,3000,1000,393,10,0.173583321496048,1,0.0141414141414141
"two-step oracle",0.1,3000,1000,393,10,0.0209812408706241,NA,NA
"glmnet",0.1,3000,1000,393,10,0.0625456644630059,1,0.00505050505050505
"two-step",0.1,3000,1000,394,10,0.109854210058162,1,0.0484848484848485
"two-step+Adaptive Lasso",0.1,3000,1000,394,10,0.185746673976371,1,0.0434343434343434
"two-step oracle",0.1,3000,1000,394,10,0.0172428403596751,NA,NA
"glmnet",0.1,3000,1000,394,10,0.0738622750991108,1,0.00202020202020202
"two-step",0.1,3000,1000,395,10,0.0802363280375617,1,0.0444444444444444
"two-step+Adaptive Lasso",0.1,3000,1000,395,10,0.321224942339076,1,0.0404040404040404
"two-step oracle",0.1,3000,1000,395,10,0.02782531693937,NA,NA
"glmnet",0.1,3000,1000,395,10,0.0588156277663017,1,0.00101010101010101
"two-step",0.1,3000,1000,396,10,0.095772677208337,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,3000,1000,396,10,0.183089877795571,1,0.0151515151515152
"two-step oracle",0.1,3000,1000,396,10,0.0204796715094411,NA,NA
"glmnet",0.1,3000,1000,396,10,0.0578396931728952,1,0.00404040404040404
"two-step",0.1,3000,1000,397,10,0.0776952974226163,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,3000,1000,397,10,0.0338487208106723,1,0
"two-step oracle",0.1,3000,1000,397,10,0.0188378805082035,NA,NA
"glmnet",0.1,3000,1000,397,10,0.0633478280997153,1,0.00505050505050505
"two-step",0.1,3000,1000,398,10,0.0864941159014235,1,0.0181818181818182
"two-step+Adaptive Lasso",0.1,3000,1000,398,10,0.179441376327466,1,0.0161616161616162
"two-step oracle",0.1,3000,1000,398,10,0.0185561171266729,NA,NA
"glmnet",0.1,3000,1000,398,10,0.0734013174609619,1,0
"two-step",0.1,3000,1000,399,10,0.10586847567102,1,0.0383838383838384
"two-step+Adaptive Lasso",0.1,3000,1000,399,10,0.188848356602049,1,0.0373737373737374
"two-step oracle",0.1,3000,1000,399,10,0.0226215746972986,NA,NA
"glmnet",0.1,3000,1000,399,10,0.0749643932262734,1,0
"two-step",0.1,3000,1000,39,10,0.0916096317212082,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,3000,1000,39,10,0.176741802566295,1,0.0292929292929293
"two-step oracle",0.1,3000,1000,39,10,0.0185199262642543,NA,NA
"glmnet",0.1,3000,1000,39,10,0.0686472082210798,1,0.00303030303030303
"two-step",0.1,3000,1000,3,10,0.0900638572206964,1,0.0404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,3,10,0.21921273577601,1,0.0393939393939394
"two-step oracle",0.1,3000,1000,3,10,0.0145283979394334,NA,NA
"glmnet",0.1,3000,1000,3,10,0.0678901094666051,1,0.00101010101010101
"two-step",0.1,3000,1000,400,10,0.0888467934106924,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,3000,1000,400,10,0.134233127196967,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,400,10,0.0179098225471413,NA,NA
"glmnet",0.1,3000,1000,400,10,0.0597222448846651,1,0
"two-step",0.1,3000,1000,402,10,0.0762906031754907,1,0.0272727272727273
"two-step+Adaptive Lasso",0.1,3000,1000,402,10,0.197136758784462,1,0.0262626262626263
"two-step oracle",0.1,3000,1000,402,10,0.0229619948842607,NA,NA
"glmnet",0.1,3000,1000,402,10,0.0711833042855934,1,0.00101010101010101
"two-step",0.1,3000,1000,403,10,0.095067347645281,1,0.0505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,403,10,0.230003794925288,1,0.0464646464646465
"two-step oracle",0.1,3000,1000,403,10,0.0166998196425754,NA,NA
"glmnet",0.1,3000,1000,403,10,0.0699579392267951,1,0
"two-step",0.1,3000,1000,404,10,0.0913992477273776,1,0.0353535353535354
"two-step+Adaptive Lasso",0.1,3000,1000,404,10,0.173162344794708,1,0.0303030303030303
"two-step oracle",0.1,3000,1000,404,10,0.0174542609791549,NA,NA
"glmnet",0.1,3000,1000,404,10,0.0734038558717696,1,0
"two-step",0.1,3000,1000,405,10,0.0841608714040904,1,0.0202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,405,10,0.134722932979857,1,0.0202020202020202
"two-step oracle",0.1,3000,1000,405,10,0.0181340959858614,NA,NA
"glmnet",0.1,3000,1000,405,10,0.0705418703308395,1,0.00101010101010101
"two-step",0.1,3000,1000,406,10,0.088522239091088,1,0.0565656565656566
"two-step+Adaptive Lasso",0.1,3000,1000,406,10,0.213789436341917,1,0.0484848484848485
"two-step oracle",0.1,3000,1000,406,10,0.0176592108182815,NA,NA
"glmnet",0.1,3000,1000,406,10,0.0748191634629607,1,0.00101010101010101
"two-step",0.1,3000,1000,407,10,0.0651850769281928,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,3000,1000,407,10,0.215327732259427,1,0.0131313131313131
"two-step oracle",0.1,3000,1000,407,10,0.0206349304573072,NA,NA
"glmnet",0.1,3000,1000,407,10,0.0591143351854565,1,0.00303030303030303
"two-step",0.1,3000,1000,40,10,0.0865461019128313,1,0.0181818181818182
"two-step+Adaptive Lasso",0.1,3000,1000,40,10,0.191381275453673,1,0.0171717171717172
"two-step oracle",0.1,3000,1000,40,10,0.0148224528673933,NA,NA
"glmnet",0.1,3000,1000,40,10,0.0731246433512576,1,0
"two-step",0.1,3000,1000,410,10,0.0693919109044698,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,3000,1000,410,10,0.233961751584574,1,0.0232323232323232
"two-step oracle",0.1,3000,1000,410,10,0.0146303845419246,NA,NA
"glmnet",0.1,3000,1000,410,10,0.0624215404638593,1,0.00303030303030303
"two-step",0.1,3000,1000,411,10,0.106106765940215,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,3000,1000,411,10,0.0521621800890607,1,0
"two-step oracle",0.1,3000,1000,411,10,0.0180284007354391,NA,NA
"glmnet",0.1,3000,1000,411,10,0.072482952950217,1,0.00101010101010101
"two-step",0.1,3000,1000,412,10,0.102929978410047,1,0.0141414141414141
"two-step+Adaptive Lasso",0.1,3000,1000,412,10,0.139082748403841,1,0.0141414141414141
"two-step oracle",0.1,3000,1000,412,10,0.0203417267067445,NA,NA
"glmnet",0.1,3000,1000,412,10,0.079268292794877,1,0
"two-step",0.1,3000,1000,413,10,0.10404881905591,1,0.0333333333333333
"two-step+Adaptive Lasso",0.1,3000,1000,413,10,0.136483636220074,1,0.0282828282828283
"two-step oracle",0.1,3000,1000,413,10,0.0197044551744622,NA,NA
"glmnet",0.1,3000,1000,413,10,0.0628605179088694,1,0.00404040404040404
"two-step",0.1,3000,1000,418,10,0.0782311852932399,1,0.0383838383838384
"two-step+Adaptive Lasso",0.1,3000,1000,418,10,0.185699822360721,1,0.0343434343434343
"two-step oracle",0.1,3000,1000,418,10,0.00985607013018401,NA,NA
"glmnet",0.1,3000,1000,418,10,0.0709820936054476,1,0
"two-step",0.1,3000,1000,419,10,0.0827283722531162,1,0.0171717171717172
"two-step+Adaptive Lasso",0.1,3000,1000,419,10,0.141946674379332,1,0.0161616161616162
"two-step oracle",0.1,3000,1000,419,10,0.0201300997012353,NA,NA
"glmnet",0.1,3000,1000,419,10,0.0549491227189004,1,0.0262626262626263
"two-step",0.1,3000,1000,41,10,0.114600836342836,1,0.0414141414141414
"two-step+Adaptive Lasso",0.1,3000,1000,41,10,0.165594236415181,1,0.0363636363636364
"two-step oracle",0.1,3000,1000,41,10,0.0219596817741188,NA,NA
"glmnet",0.1,3000,1000,41,10,0.0805377806291927,1,0
"two-step",0.1,3000,1000,420,10,0.108323339856242,1,0.0323232323232323
"two-step+Adaptive Lasso",0.1,3000,1000,420,10,0.151819530635655,1,0.0282828282828283
"two-step oracle",0.1,3000,1000,420,10,0.0108739057656107,NA,NA
"glmnet",0.1,3000,1000,420,10,0.0731087513601139,1,0
"two-step",0.1,3000,1000,421,10,0.0675966884415798,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,3000,1000,421,10,0.19730052351606,1,0.0202020202020202
"two-step oracle",0.1,3000,1000,421,10,0.0194284028226334,NA,NA
"glmnet",0.1,3000,1000,421,10,0.0785472028976232,1,0
"two-step",0.1,3000,1000,422,10,0.082369798700852,1,0.0323232323232323
"two-step+Adaptive Lasso",0.1,3000,1000,422,10,0.0515146835761477,1,0
"two-step oracle",0.1,3000,1000,422,10,0.0158709467158323,NA,NA
"glmnet",0.1,3000,1000,422,10,0.0762065541154711,1,0
"two-step",0.1,3000,1000,423,10,0.0860604217677041,1,0.0484848484848485
"two-step+Adaptive Lasso",0.1,3000,1000,423,10,0.176451107131994,1,0.0444444444444444
"two-step oracle",0.1,3000,1000,423,10,0.0112500820362453,NA,NA
"glmnet",0.1,3000,1000,423,10,0.0574030044788982,1,0.00303030303030303
"two-step",0.1,3000,1000,425,10,0.0931357125121309,1,0.0666666666666667
"two-step+Adaptive Lasso",0.1,3000,1000,425,10,0.2250949624183,1,0.0646464646464646
"two-step oracle",0.1,3000,1000,425,10,0.0106217443578014,NA,NA
"glmnet",0.1,3000,1000,425,10,0.0741503643322306,1,0
"two-step",0.1,3000,1000,426,10,0.0912570110790867,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,3000,1000,426,10,0.143785705770643,1,0.0202020202020202
"two-step oracle",0.1,3000,1000,426,10,0.0178481892327256,NA,NA
"glmnet",0.1,3000,1000,426,10,0.0770431897474212,1,0
"two-step",0.1,3000,1000,427,10,0.0582333236396722,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,3000,1000,427,10,0.203084701187526,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,427,10,0.00797418529096681,NA,NA
"glmnet",0.1,3000,1000,427,10,0.0588378788103313,1,0.00101010101010101
"two-step",0.1,3000,1000,428,10,0.0662010244517071,1,0.0141414141414141
"two-step+Adaptive Lasso",0.1,3000,1000,428,10,0.0873516137564585,1,0
"two-step oracle",0.1,3000,1000,428,10,0.0208845054768112,NA,NA
"glmnet",0.1,3000,1000,428,10,0.0766873691212369,1,0
"two-step",0.1,3000,1000,429,10,0.119971632061559,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,3000,1000,429,10,0.0474177896228206,1,0
"two-step oracle",0.1,3000,1000,429,10,0.0191947151720883,NA,NA
"glmnet",0.1,3000,1000,429,10,0.0667929627203051,1,0.00202020202020202
"two-step",0.1,3000,1000,42,10,0.0832091513200739,1,0.0585858585858586
"two-step+Adaptive Lasso",0.1,3000,1000,42,10,0.202818545659895,1,0.0505050505050505
"two-step oracle",0.1,3000,1000,42,10,0.0172882481279152,NA,NA
"glmnet",0.1,3000,1000,42,10,0.0655787282501389,1,0.00202020202020202
"two-step",0.1,3000,1000,430,10,0.0828194574935487,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,430,10,0.0781807317919539,1,0
"two-step oracle",0.1,3000,1000,430,10,0.0187408343779312,NA,NA
"glmnet",0.1,3000,1000,430,10,0.0657088065904165,1,0.00101010101010101
"two-step",0.1,3000,1000,435,10,0.0938996681863401,1,0.0282828282828283
"two-step+Adaptive Lasso",0.1,3000,1000,435,10,0.141964447137383,1,0.0242424242424242
"two-step oracle",0.1,3000,1000,435,10,0.0242424639186529,NA,NA
"glmnet",0.1,3000,1000,435,10,0.0731819492862123,1,0.00202020202020202
"two-step",0.1,3000,1000,437,10,0.0971281996886372,1,0.0313131313131313
"two-step+Adaptive Lasso",0.1,3000,1000,437,10,0.189786892056322,1,0.0303030303030303
"two-step oracle",0.1,3000,1000,437,10,0.0231511915599549,NA,NA
"glmnet",0.1,3000,1000,437,10,0.0722736841257086,1,0
"two-step",0.1,3000,1000,438,10,0.085878315519813,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,3000,1000,438,10,0.0615182668084723,1,0
"two-step oracle",0.1,3000,1000,438,10,0.0227880753437087,NA,NA
"glmnet",0.1,3000,1000,438,10,0.0621884607658284,1,0
"two-step",0.1,3000,1000,439,10,0.103333004917277,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,3000,1000,439,10,0.0915894025257202,1,0.00606060606060606
"two-step oracle",0.1,3000,1000,439,10,0.015516645356055,NA,NA
"glmnet",0.1,3000,1000,439,10,0.0644457756334581,1,0.00101010101010101
"two-step",0.1,3000,1000,43,10,0.104301193074675,1,0.0171717171717172
"two-step+Adaptive Lasso",0.1,3000,1000,43,10,0.123810035462104,1,0.0141414141414141
"two-step oracle",0.1,3000,1000,43,10,0.0254834725330312,NA,NA
"glmnet",0.1,3000,1000,43,10,0.069044904883932,1,0.00101010101010101
"two-step",0.1,3000,1000,440,10,0.0790927567683832,1,0.0191919191919192
"two-step+Adaptive Lasso",0.1,3000,1000,440,10,0.171467036096346,1,0.0171717171717172
"two-step oracle",0.1,3000,1000,440,10,0.0242808649913681,NA,NA
"glmnet",0.1,3000,1000,440,10,0.0825732689120737,1,0
"two-step",0.1,3000,1000,445,10,0.104317673876307,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,3000,1000,445,10,0.0455933451925182,1,0
"two-step oracle",0.1,3000,1000,445,10,0.023470250438888,NA,NA
"glmnet",0.1,3000,1000,445,10,0.0704547926226089,1,0.00202020202020202
"two-step",0.1,3000,1000,446,10,0.0960664712805733,1,0.0444444444444444
"two-step+Adaptive Lasso",0.1,3000,1000,446,10,0.174807618211384,1,0.0373737373737374
"two-step oracle",0.1,3000,1000,446,10,0.0192050422503815,NA,NA
"glmnet",0.1,3000,1000,446,10,0.0665926138221377,1,0.00303030303030303
"two-step",0.1,3000,1000,449,10,0.0615240888916812,1,0.0151515151515152
"two-step+Adaptive Lasso",0.1,3000,1000,449,10,0.229877110486862,1,0.0141414141414141
"two-step oracle",0.1,3000,1000,449,10,0.0216151310015516,NA,NA
"glmnet",0.1,3000,1000,449,10,0.0550665982327061,1,0.00202020202020202
"two-step",0.1,3000,1000,44,10,0.100843668561771,1,0.0313131313131313
"two-step+Adaptive Lasso",0.1,3000,1000,44,10,0.192451556429321,1,0.0313131313131313
"two-step oracle",0.1,3000,1000,44,10,0.0207056352362208,NA,NA
"glmnet",0.1,3000,1000,44,10,0.0798000348732332,1,0
"two-step",0.1,3000,1000,450,10,0.078884343253733,1,0.0454545454545455
"two-step+Adaptive Lasso",0.1,3000,1000,450,10,0.248202851037947,1,0.0434343434343434
"two-step oracle",0.1,3000,1000,450,10,0.0157077952991205,NA,NA
"glmnet",0.1,3000,1000,450,10,0.0531111937468191,1,0
"two-step",0.1,3000,1000,453,10,0.0836482880697925,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,3000,1000,453,10,0.0432257250226692,1,0
"two-step oracle",0.1,3000,1000,453,10,0.0116661519607221,NA,NA
"glmnet",0.1,3000,1000,453,10,0.0639227961913148,1,0.00202020202020202
"two-step",0.1,3000,1000,454,10,0.0875789039652398,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,3000,1000,454,10,0.146364140609004,1,0.00808080808080808
"two-step oracle",0.1,3000,1000,454,10,0.0156293055776532,NA,NA
"glmnet",0.1,3000,1000,454,10,0.0633493035119099,1,0.00101010101010101
"two-step",0.1,3000,1000,458,10,0.0984378095350188,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,3000,1000,458,10,0.124801589552624,1,0.0121212121212121
"two-step oracle",0.1,3000,1000,458,10,0.0109278733844618,NA,NA
"glmnet",0.1,3000,1000,458,10,0.0576510605274834,1,0
"two-step",0.1,3000,1000,459,10,0.0838102734562158,1,0.00707070707070707
"two-step+Adaptive Lasso",0.1,3000,1000,459,10,0.085398403387997,1,0
"two-step oracle",0.1,3000,1000,459,10,0.0251382512498066,NA,NA
"glmnet",0.1,3000,1000,459,10,0.063532558240809,1,0
"two-step",0.1,3000,1000,45,10,0.106708071896437,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,45,10,0.033818976394429,1,0
"two-step oracle",0.1,3000,1000,45,10,0.01457403033812,NA,NA
"glmnet",0.1,3000,1000,45,10,0.0730924688175935,1,0.00101010101010101
"two-step",0.1,3000,1000,460,10,0.0787293785408183,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,3000,1000,460,10,0.075170686975706,1,0
"two-step oracle",0.1,3000,1000,460,10,0.0135524176168952,NA,NA
"glmnet",0.1,3000,1000,460,10,0.0684217389896433,1,0
"two-step",0.1,3000,1000,461,10,0.0690816054406717,1,0.0181818181818182
"two-step+Adaptive Lasso",0.1,3000,1000,461,10,0.254391840217089,1,0.0181818181818182
"two-step oracle",0.1,3000,1000,461,10,0.0153572440089451,NA,NA
"glmnet",0.1,3000,1000,461,10,0.0599402237861297,1,0.00303030303030303
"two-step",0.1,3000,1000,462,10,0.0776925908230777,1,0.0444444444444444
"two-step+Adaptive Lasso",0.1,3000,1000,462,10,0.200549711865306,1,0.0414141414141414
"two-step oracle",0.1,3000,1000,462,10,0.0183735127254284,NA,NA
"glmnet",0.1,3000,1000,462,10,0.059732000735568,1,0
